# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-s" "2" "-p" "-B" "-C" "-t" "exon" "-g" "gene_name" "-a" "/scratch/evt82290/MappingOutputs/RNAseq_split/GCA_000182925.2_NC12_genomic_GFFtoGTFconversion.flipped.gtf" "-o" "/scratch/evt82290/MappingOutputs/RNAseq_split/counts/149-116_RNA_cac-1__Rep2_S140/149-116_RNA_cac-1__Rep2_S140.antisense.txt" "/scratch/evt82290/MappingOutputs/RNAseq_split/bamFiles/149-116_RNA_cac-1__Rep2_S140/149-116_RNA_cac-1__Rep2_S140_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/MappingOutputs/RNAseq_split/bamFiles/149-116_RNA_cac-1__Rep2_S140/149-116_RNA_cac-1__Rep2_S140_Aligned.sortedByCoord.out.bam
NCU02162	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1042247;1043079;1043715;1043910	1042973;1043597;1043820;1045920	-;-;-;-	3363	383
cen-T	CM002236.1;CM002236.1	1043585;1044371	1044245;1046396	+;+	2687	505
rac-1	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1048323;1048753;1048863;1049003;1049258;1049570	1048593;1048785;1048921;1049183;1049490;1050458	-;-;-;-;-;-	1666	8
NCU02159	CM002236.1;CM002236.1	1050815;1051884	1051772;1052780	+;+	1855	26
NCU02158	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1053693;1054430;1056041;1056041;1056493	1055983;1055983;1056236;1056607;1056629	+;+;+;+;+	2880	448
NCU02157	CM002236.1;CM002236.1	1056828;1057302	1057222;1058196	-;-	1290	163
NCU02156	CM002236.1;CM002236.1;CM002236.1	1058025;1058733;1058990	1058636;1058848;1059163	+;+;+	902	1497
NCU02155	CM002236.1;CM002236.1	1059592;1061741	1061236;1061748	+;+	1653	0
NCU16328	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1062038;1062275;1062496;1063117	1062215;1062441;1062644;1063387	-;-;-;-	765	6
NCU16329	CM002236.1;CM002236.1	1063534;1063951	1063855;1064640	-;-	1012	39
NCU02153	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1064556;1064884;1066329;1066667	1064821;1066258;1066500;1067144	+;+;+;+	2291	119
NCU02152	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1067739;1067972;1069045;1069045;1069705;1069705;1070514	1068975;1068975;1069649;1069649;1070271;1071303;1071265	+;+;+;+;+;+;+	3441	7
NCU02151	CM002236.1;CM002236.1;CM002236.1	1071693;1072242;1073762	1072171;1073663;1074448	+;+;+	2588	0
NCU02150	CM002236.1;CM002236.1;CM002236.1	1074708;1074708;1076939	1077175;1076473;1077243	+;+;+	2536	10
cyt-1	CM002236.1;CM002236.1	1077394;1078581	1078498;1078727	+;+	1252	6
NCU02148	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1078879;1079170;1079789;1080042;1080397	1079108;1079706;1079964;1080337;1082251	-;-;-;-;-	3094	0
NCU16330	CM002236.1;CM002236.1;CM002236.1	1082255;1082726;1083117	1082557;1083047;1083421	+;+;+	930	0
NCU02147	CM002236.1	1084078	1086418	-	2341	42
NCU02146	CM002236.1;CM002236.1	1087390;1087875	1087733;1089342	-;-	1812	2
NCU02145	CM002236.1	1090819	1091136	-	318	15
NCU10687	CM002236.1;CM002236.1	1094589;1095238	1095176;1097657	-;-	3008	0
NCU02144	CM002236.1;CM002236.1;CM002236.1	1100620;1101030;1101207	1100827;1101129;1101246	-;-;-	348	6
NCU02143	CM002236.1;CM002236.1	1104931;1105284	1104940;1105465	-;-	192	0
NCU02142	CM002236.1;CM002236.1;CM002236.1	1106804;1107461;1107620	1107401;1107558;1109214	-;-;-	2291	0
NCU02139	CM002236.1;CM002236.1	1116622;1117407	1117335;1119823	+;+	3131	0
NCU02138	CM002236.1;CM002236.1	1120540;1121810	1121707;1123500	+;+	2859	28
NCU02137	CM002236.1	1124282	1127129	-	2848	4
NCU02136	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1126296;1127728;1128190;1128577;1128813	1127658;1128111;1128485;1128595;1129113	+;+;+;+;+	2363	656
NCU02134	CM002236.1;CM002236.1;CM002236.1	1130487;1133277;1133797	1133198;1133565;1134042	+;+;+	3247	21
sod-1	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1135057;1135557;1135809;1136276	1135498;1135708;1135988;1136630	+;+;+;+	1129	6
NCU02132	CM002236.1;CM002236.1	1138024;1138528	1138465;1138973	+;+	888	62
rgf3	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1139488;1139488;1143733;1143733;1143956	1143680;1143680;1145597;1143907;1145597	-;-;-;-;-	6058	4
NCU02130	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1146409;1148524;1148777;1149667	1148469;1148717;1149069;1150161	+;+;+;+	3043	0
NCU02129	CM002236.1;CM002236.1;CM002236.1	1149307;1150044;1150426	1149575;1150152;1150509	-;-;-	462	2
NCU02128	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1153067;1153067;1153739;1153739;1154078;1154078;1154413;1154413;1155036;1155058	1153596;1153596;1153967;1153967;1154147;1154147;1154948;1154948;1155147;1155147	+;+;+;+;+;+;+;+;+;+	1477	8
NCU02127	CM002236.1;CM002236.1	1156535;1157837	1157770;1158645	+;+	2045	8
NCU02126	CM002236.1	1159012	1160654	-	1643	38
NCU02125	CM002236.1	1163363	1165206	-	1844	16
NCU02124	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1165504;1165619;1165870;1165976;1165976;1166428;1166428	1165641;1165915;1165915;1166369;1166369;1167190;1167016	-;-;-;-;-;-;-	1569	2
NCU15011	CM002236.1	1166908	1166989	-	82	0
NCU02123	CM002236.1	1167267	1169263	+	1997	8
NCU02122	CM002236.1;CM002236.1	1169721;1170699	1170641;1172483	-;-	2706	22
NCU02121	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1172476;1172476;1173695;1173993;1173993;1174476	1173939;1173643;1173939;1176089;1174292;1176506	+;+;+;+;+;+	3978	0
NCU10232	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1177734;1178239;1178765;1179669	1177940;1178454;1179573;1181278	-;-;-;-	2842	8
NCU02120	CM002236.1;CM002236.1	1187278;1187883	1187532;1193033	-;-	5406	2
NCU02119	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1193568;1196643;1196815;1196972	1196585;1196747;1196870;1197315	+;+;+;+	3523	13
NCU02118	CM002236.1	1197635	1199474	-	1840	0
NCU02117	CM002236.1;CM002236.1;CM002236.1	1199893;1200240;1200692	1200052;1200625;1201414	-;-;-	1269	14
NCU02116	CM002236.1;CM002236.1	1201437;1202099	1202020;1202856	+;+	1342	0
NCU02115	CM002236.1	1203257	1207192	-	3936	0
NCU02114	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1232083;1233096;1233674;1234330	1232875;1233245;1234259;1237074	-;-;-;-	4274	6
NCU16332	CM002236.1	1235503	1237073	+	1571	3159
NCU02113	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1238098;1238963;1239204;1239368	1238880;1239094;1239292;1239971	+;+;+;+	1608	4
NCU02112	CM002236.1	1240212	1246262	-	6051	0
NCU02111	CM002236.1;CM002236.1;CM002236.1	1246770;1247548;1251022	1247474;1250875;1251361	+;+;+	4373	2
nox-1	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1253810;1255122;1255434;1256756	1255036;1255376;1256662;1257287	-;-;-;-	3243	62
NCU02109	CM002236.1;CM002236.1	1257685;1259497	1259399;1260160	-;-	2379	34
NCU02108	CM002236.1;CM002236.1	1260007;1260830	1260669;1261315	+;+	1149	561
NCU02107	CM002236.1;CM002236.1;CM002236.1	1261771;1262433;1262795	1262356;1262731;1264189	-;-;-	2280	30
NCU02106	CM002236.1	1264459	1265632	-	1174	10
NCU02105	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1266588;1266588;1267568;1267568;1267776;1267828	1267496;1267496;1267710;1267710;1267823;1267870	+;+;+;+;+;+	1143	0
NCU02104	CM002236.1;CM002236.1	1268157;1268740	1268666;1269998	-;-	1769	25
NCU02103	CM002236.1;CM002236.1;CM002236.1	1270901;1271901;1276863	1271839;1276801;1277586	-;-;-	6564	15
NCU11212	CM002236.1	1277760	1278636	-	877	950
NCU11211	CM002236.1;CM002236.1	1280531;1281493	1281398;1281622	-;-	998	0
NCU16333	CM002236.1	1283563	1284354	-	792	10
NCU02101	CM002236.1	1284306	1287607	+	3302	4
NCU02100	CM002236.1	1288054	1290439	-	2386	2
NCU11041	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1290549;1290838;1291140;1292291	1290619;1290898;1292223;1292457	+;+;+;+	1383	2
NCU02099	CM002236.1;CM002236.1;CM002236.1	1294508;1295157;1295548	1295011;1295201;1296535	-;-;-	1537	15
NCU02098	CM002236.1	1296574	1298202	-	1629	20
NCU02097	CM002236.1;CM002236.1	1298092;1298712	1298608;1299820	+;+	1626	88
NCU02096	CM002236.1;CM002236.1	1304586;1305975	1305909;1306943	-;-	2293	0
NCU02095	CM002236.1;CM002236.1;CM002236.1	1308054;1309338;1309658	1309242;1309575;1309774	+;+;+	1544	6
NCU14005	CM002236.1	1310240	1311202	+	963	0
vad-2	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1312438;1313486;1313759;1313759;1315547;1315592	1313692;1313692;1315463;1315463;1315839;1316433	-;-;-;-;-;-	3847	2
NCU02092	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1331258;1331734;1332068;1333138	1331499;1332014;1333072;1334470	-;-;-;-	2861	0
gh47-7	CM002236.1;CM002236.1	1353673;1354234	1354146;1357751	-;-	3992	54
NCU02090	CM002236.1;CM002236.1;CM002236.1	1358332;1359619;1360522	1359459;1360243;1361252	+;+;+	2484	4
NCU16334	CM002236.1;CM002236.1	1362277;1362384	1362318;1362797	-;-	456	0
NCU02089	CM002236.1;CM002236.1;CM002236.1	1365670;1366579;1367544	1366512;1367477;1368722	+;+;+	2921	114
NCU02088	CM002236.1;CM002236.1	1369550;1370728	1370671;1371000	+;+	1395	38
NCU02087	CM002236.1	1373703	1376146	-	2444	0
NCU15012	CM002236.1	1376742	1376813	-	72	0
NCU02086	CM002236.1;CM002236.1	1383040;1383298	1383175;1386083	+;+	2922	0
NCU10903	CM002236.1;CM002236.1;CM002236.1	1388105;1388662;1388912	1388239;1388744;1389128	-;-;-	435	5
NCU02085	CM002236.1;CM002236.1;CM002236.1	1393134;1394887;1395356	1394613;1395277;1395776	+;+;+	2292	3
NCU02084	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1396137;1396575;1396911;1397224;1397350;1397457	1396504;1396662;1397171;1397266;1397392;1397969	-;-;-;-;-;-	1316	15
NCU02083	CM002236.1;CM002236.1;CM002236.1	1398925;1399522;1407545	1399332;1407430;1408098	+;+;+	8871	4
NCU02082	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1408693;1411073;1411443;1411672;1412989	1411013;1411386;1411616;1412920;1413986	-;-;-;-;-	5056	2
NCU14006	CM002236.1;CM002236.1	1422873;1423511	1423455;1424040	+;+	1113	2
NCU02081	CM002236.1	1427429	1427674	+	246	8
NCU11210	CM002236.1;CM002236.1;CM002236.1	1429651;1430278;1430574	1429770;1430307;1430693	-;-;-	270	0
NCU02080	CM002236.1	1431811	1432828	-	1018	0
NCU02079	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1437773;1438587;1438721;1438934	1438527;1438645;1438865;1439501	+;+;+;+	1527	2
NCU02078	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1439827;1441012;1441248;1442045;1442889	1440642;1441112;1441976;1442832;1443859	-;-;-;-;-	3405	4
NCU02077	CM002236.1;CM002236.1	1444409;1445377	1445303;1447511	-;-	3030	18
NCU02076	CM002236.1;CM002236.1;CM002236.1	1447740;1449059;1449215	1448991;1449130;1450101	+;+;+	2211	0
hsp70-2	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1450891;1451214;1451450;1451696;1452234	1451024;1451391;1451618;1451974;1453703	-;-;-;-;-	2230	18
NCU02074	CM002236.1;CM002236.1;CM002236.1	1454681;1455528;1457444	1455462;1457338;1457939	-;-;-	3089	6
NCU02073	CM002236.1	1458939	1460486	+	1548	0
NCU02071	CM002236.1;CM002236.1	1462796;1463401	1463339;1463885	-;-	1029	0
pex2	CM002236.1	1464483	1467285	+	2803	8
NCU16336	CM002236.1;CM002236.1	1467490;1469780	1469714;1470001	-;-	2447	54
nup-9	CM002236.1;CM002236.1	1470137;1470665	1470586;1474086	-;-	3872	7
NCU02068	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1474024;1474024;1475790;1475790;1479583	1475725;1475725;1480767;1479525;1480845	+;+;+;+;+	6758	13
mdm12	CM002236.1	1481604	1483771	-	2168	144
NCU11209	CM002236.1;CM002236.1;CM002236.1	1482503;1484223;1484548	1484150;1484459;1484761	+;+;+	2099	283
NCU02066	CM002236.1	1485051	1487679	-	2629	1
NCU02065	CM002236.1	1488131	1491767	+	3637	4
NCU02064	CM002236.1;CM002236.1;CM002236.1	1491850;1492949;1493181	1492873;1493041;1493467	+;+;+	1404	12
NCU02063	CM002236.1	1493863	1497088	-	3226	4
NCU02062	CM002236.1	1498418	1499287	-	870	0
NCU02061	CM002236.1;CM002236.1;CM002236.1	1500611;1500981;1501356	1500916;1501098;1502061	+;+;+	1130	0
NCU02060	CM002236.1	1502329	1504735	+	2407	30
NCU02059	CM002236.1;CM002236.1	1505686;1506803	1506741;1508350	-;-	2604	0
NCU02058	CM002236.1	1509113	1511198	-	2086	183
NCU02057	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1511066;1511066;1513215;1513215;1513505;1513505;1513887;1513887;1514873	1513164;1513164;1513444;1513444;1513834;1513834;1516877;1514791;1516877	+;+;+;+;+;+;+;+;+	5650	10
NCU02056	CM002236.1;CM002236.1	1519311;1520528	1520465;1521830	-;-	2458	4
NCU02055	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1522371;1522621;1523187;1523341	1522533;1522768;1523272;1524619	-;-;-;-	1676	25
NCU02054	CM002236.1	1524545	1526538	+	1994	22
mus-42	CM002236.1	1526760	1531289	-	4530	0
NCU02052	CM002236.1;CM002236.1;CM002236.1	1531969;1532016;1538436	1538350;1539067;1539067	+;+;+	7099	6
NCU10806	CM002236.1;CM002236.1	1539599;1541217	1541060;1542181	+;+	2427	14
NCU02051	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1543429;1543723;1544310;1544574;1544924;1545252;1546008;1546227;1546570	1543655;1544254;1544518;1544853;1545157;1545937;1546170;1546469;1548853	-;-;-;-;-;-;-;-;-	4858	0
NCU15013	CM002236.1	1550129	1550221	-	93	0
NCU02049	CM002236.1;CM002236.1	1551034;1555190	1555089;1556590	+;+	5457	4
NCU02048	CM002236.1;CM002236.1;CM002236.1	1559715;1560700;1563709	1560630;1563639;1564953	-;-;-	5101	4
NCU02046	CM002236.1;CM002236.1	1570281;1570921	1570857;1573326	-;-	2983	6
NCU02044	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1574297;1575449;1576057;1576197	1575241;1575934;1576128;1576855	+;+;+;+	2162	4
NCU02043	CM002236.1;CM002236.1	1577097;1577823	1577738;1579064	-;-	1884	2
NCU15014	CM002236.1	1579426	1579538	+	113	0
NCU02042	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1580447;1581349;1581608;1582201	1581243;1581523;1582102;1582733	+;+;+;+	2000	88
acw-11	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1585578;1586380;1586527;1586662	1586317;1586456;1586604;1587620	-;-;-;-	1854	2
NCU02040	CM002236.1	1587862	1589691	-	1830	2
NCU02039	CM002236.1;CM002236.1	1591138;1593349	1593275;1593827	-;-	2617	0
NCU02038	CM002236.1	1594029	1595080	-	1052	0
NCU02037	CM002236.1;CM002236.1	1597095;1597245	1597178;1598324	-;-	1164	2
NCU15015	CM002236.1	1599197	1599267	+	71	0
NCU02036	CM002236.1;CM002236.1;CM002236.1	1600191;1601156;1606768	1601077;1606700;1607696	+;+;+	7361	0
NCU02035	CM002236.1;CM002236.1	1608043;1609681	1609626;1609879	+;+	1783	28
rid-1	CM002236.1;CM002236.1	1611869;1613761	1613736;1615028	-;-	3136	0
NCU02033	CM002236.1;CM002236.1;CM002236.1	1615158;1616714;1618003	1616649;1617525;1618412	+;+;+	2714	5
gh76-1	CM002236.1;CM002236.1;CM002236.1	1619717;1619888;1620059	1619825;1619992;1622826	-;-;-	2982	4
NCU02031	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1623363;1624617;1625334;1625636	1624511;1625266;1625553;1626629	-;-;-;-	3013	8
NCU02030	CM002236.1;CM002236.1;CM002236.1	1627025;1627389;1627741	1627309;1627661;1628920	-;-;-	1738	0
NCU02029	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1629032;1629378;1629494;1629831	1629253;1629402;1629731;1630347	-;-;-;-	1002	4
NCU02028	CM002236.1;CM002236.1	1630458;1631484	1631408;1632188	+;+	1656	0
NCU02027	CM002236.1;CM002236.1;CM002236.1	1632189;1632815;1633288	1632734;1633212;1633702	-;-;-	1359	12
NCU02026	CM002236.1;CM002236.1	1634631;1636048	1635973;1637672	-;-	2968	4
NCU02025	CM002236.1;CM002236.1	1637659;1639327	1639258;1639748	+;+	2022	18
NCU02024	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1640002;1640317;1640445;1640520;1641870	1640250;1640389;1640454;1641736;1642222	-;-;-;-;-	1902	6
NCU02023	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1642517;1643708;1644019;1644469;1644756;1644896	1643614;1643940;1644401;1644684;1644837;1645081	+;+;+;+;+;+	2198	20
NCU02022	CM002236.1;CM002236.1	1647684;1650530	1650358;1650672	-;-	2818	4
NCU02021	CM002236.1	1650820	1651386	-	567	13
NCU02020	CM002236.1	1651491	1655292	+	3802	2
NCU02019	CM002236.1	1657834	1659835	+	2002	748
NCU02018	CM002236.1;CM002236.1;CM002236.1	1660522;1660989;1661209	1660908;1661150;1661793	-;-;-	1134	151
ada-2	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1663002;1663852;1664158;1664498	1663333;1663878;1664417;1665672	-;-;-;-	1794	191
NCU02016	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1665463;1666033;1666305;1666656	1665897;1666217;1666356;1666966	+;+;+;+	983	143
NCU02015	CM002236.1;CM002236.1	1667609;1670038	1669979;1671392	-;-	3726	0
NCU02014	CM002236.1;CM002236.1	1671707;1672580	1672500;1673426	-;-	1641	16
NCU02013	CM002236.1;CM002236.1;CM002236.1	1673395;1674635;1674783	1674386;1674692;1675076	+;+;+	1344	10
NCU02012	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1675354;1676654;1676897;1677011;1677219;1677347;1677826;1678561;1678744	1676575;1676832;1676954;1677164;1677286;1677754;1678474;1678650;1679439	+;+;+;+;+;+;+;+;+	3524	12
NCU02011	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1679855;1681026;1681189;1682660;1683548;1683732	1680970;1681134;1682605;1683466;1683606;1684385	+;+;+;+;+;+	4162	1
leu-4	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1685685;1686577;1688227;1688456	1686505;1688154;1688371;1689164	+;+;+;+	3253	8
FreB	CM002236.1;CM002236.1	1690523;1693918	1693848;1694696	+;+	4105	42
NCU02008	CM002236.1;CM002236.1	1696442;1696938	1696604;1697182	-;-	408	158
NCU02007	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1697784;1698140;1698368;1698488;1698595	1698040;1698304;1698430;1698531;1698862	-;-;-;-;-	797	14
NCU02006	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1699141;1699828;1700691;1702661;1703054	1699734;1700631;1702600;1702954;1703074	-;-;-;-;-	3623	92
NCU02005	CM002236.1	1702853	1704727	+	1875	36
NCU02004	CM002236.1	1706234	1708298	-	2065	58
tef-1	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1711539;1711832;1712203;1712401	1711739;1711961;1712341;1714654	-;-;-;-	2724	64
NCU02002	CM002236.1;CM002236.1;CM002236.1	1715205;1717293;1717630	1717225;1717567;1718857	+;+;+	3524	0
NCU02001	CM002236.1;CM002236.1;CM002236.1	1719008;1719351;1719763	1719275;1719684;1720680	-;-;-	1520	293
NCU02000	CM002236.1;CM002236.1;CM002236.1	1720671;1720980;1721258	1720907;1721186;1721335	+;+;+	522	5
NCU01999	CM002236.1;CM002236.1;CM002236.1	1721690;1721987;1723461	1721863;1723363;1724492	-;-;-	2583	14
NCU01998	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1724390;1726382;1727349;1728016	1726322;1727123;1727741;1728311	+;+;+;+	3364	28
NCU01997	CM002236.1;CM002236.1	1730345;1732066	1732010;1733261	+;+	2862	2
NCU14007	CM002236.1	1735311	1736266	+	956	0
NCU01996	CM002236.1;CM002236.1;CM002236.1	1736763;1737839;1739259	1737767;1739204;1740530	-;-;-	3643	0
NCU01995	CM002236.1;CM002236.1	1741307;1743168	1742871;1743453	+;+	1851	0
NCU01994	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1746594;1746594;1747318;1747318;1747865;1747865;1748856	1747092;1747092;1747643;1747643;1748781;1748864;1748936	-;-;-;-;-;-;-	1897	28
NCU01993	CM002236.1;CM002236.1	1748851;1750742	1750669;1751419	+;+	2497	32
NCU01992	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1751806;1752531;1753410;1754792;1755202	1752472;1753346;1754724;1755102;1755449	+;+;+;+;+	3357	33
NCU01991	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1755857;1756646;1757457;1758553	1756582;1757398;1758498;1759115	+;+;+;+	3084	4
NCU01990	CM002236.1;CM002236.1;CM002236.1	1760353;1761357;1762309	1761301;1762251;1762956	-;-;-	2492	28
NCU01989	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1763459;1763810;1763959;1764472;1764556;1764659;1764884;1765024	1763742;1763885;1764391;1764504;1764587;1764732;1764954;1765542	-;-;-;-;-;-;-;-	1522	2
NCU01988	CM002236.1;CM002236.1	1768126;1768481	1768411;1768719	-;-	525	0
NCU01987	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1769212;1769874;1770232;1770507;1770811	1769783;1770048;1770455;1770606;1770942	+;+;+;+;+	1203	8
NCU16341	CM002236.1;CM002236.1	1771034;1772952	1772897;1773687	-;-	2600	24
cys-11	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1774672;1774749;1774916;1775808;1775931;1776344;1776585	1774696;1774780;1775567;1775835;1776113;1776489;1778095	-;-;-;-;-;-;-	2577	148
NCU01984	CM002236.1	1779123	1783222	-	4100	6
NCU01983	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1783194;1783194;1784245;1784245;1784877	1784109;1784109;1784671;1785061;1785061	+;+;+;+;+	1733	6
NCU01982	CM002236.1;CM002236.1;CM002236.1	1785291;1786631;1786748	1786525;1786686;1787380	-;-;-	1924	595
NCU01981	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1787273;1787940;1788107;1788413	1787865;1788032;1788184;1788723	+;+;+;+	1075	50
NCU01980	CM002236.1	1789559	1792380	-	2822	383
NCU01979	CM002236.1;CM002236.1;CM002236.1	1791268;1791626;1792217	1791554;1792107;1792492	+;+;+	1045	384
NCU01978	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1793789;1796458;1796572;1796652	1796398;1796512;1796592;1796991	+;+;+;+	3026	4
NCU01977	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1799279;1799279;1800626;1800626;1800912;1800912;1801941;1802110;1802110;1802266;1802266	1800564;1800564;1800837;1800837;1801256;1801973;1801973;1802189;1802189;1802672;1802672	+;+;+;+;+;+;+;+;+;+;+	3047	12
NCU01976	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1803333;1803333;1803333;1805250;1805250;1805250;1805630;1805630;1805630;1805876;1805876;1805876;1806017;1806017;1806017;1806205;1806205;1806205;1807261;1807507;1807507	1805195;1805195;1805195;1805567;1805567;1805567;1805817;1805817;1805817;1805966;1805966;1805966;1806146;1806146;1806146;1807061;1807058;1807058;1807359;1807834;1807834	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3874	1874
NCU14008	CM002236.1	1803367	1804284	-	918	14
cia30	CM002236.1;CM002236.1	1809322;1809856	1809747;1811029	-;-	1600	0
NCU01974	CM002236.1;CM002236.1	1811262;1812755	1812690;1813057	+;+	1732	4
set-8	CM002236.1	1813940	1818960	-	5021	0
NCU01972	CM002236.1;CM002236.1;CM002236.1;CM002236.1	1818997;1819587;1820529;1820734	1819508;1820455;1820679;1821069	+;+;+;+	1868	42
NCU01971	CM002236.1	1823637	1825949	-	2313	12
NCU01970	CM002236.1;CM002236.1	1827414;1828462	1828373;1828871	-;-	1370	428
NCU01969	CM002236.1;CM002236.1;CM002236.1	1827922;1829225;1829633	1829155;1829563;1830214	+;+;+	2155	527
NCU01968	CM002236.1;CM002236.1;CM002236.1	1832020;1832780;1833534	1832723;1833473;1835161	-;-;-	3026	4
NCU01967	CM002236.1;CM002236.1	1835440;1836757	1836676;1837102	-;-	1583	169
NCU01966	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1836873;1837039;1837802;1837802;1838004;1838004;1838102;1838102;1838342;1838342;1838420	1837697;1837697;1837872;1837872;1838039;1838039;1838129;1838129;1838466;1838356;1838488	+;+;+;+;+;+;+;+;+;+;+	1107	197
cyt-20	CM002236.1;CM002236.1	1838848;1842383	1842303;1842740	+;+	3814	72
NCU01964	CM002236.1;CM002236.1	1843662;1846944	1846880;1847697	-;-	3973	0
eat-6	CM002236.1;CM002236.1;CM002236.1	1848061;1849278;1849497	1849224;1849371;1851346	-;-;-	3108	56
eat-5	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	1851072;1851355;1851835;1851835;1852293;1852293;1852405	1851685;1851685;1852002;1852002;1852317;1852600;1852772	+;+;+;+;+;+;+	1262	53
