# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "6" "-a" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/NC12_annotation.gtf" "-o" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/readcounts_3.txt" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444037.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444038.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444043.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970629.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970630.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970631.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970598.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970599.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970600.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269830.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269647.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269650.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916318.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916319.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916320.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970603.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970606.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970610.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027727.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027728.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027730.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269825.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269775.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269782.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269810.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916163.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916164.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916165.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444037.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444038.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444043.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970629.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970630.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970631.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970598.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970599.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970600.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269830.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269647.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269650.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916318.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916319.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916320.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970603.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970606.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970610.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027727.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027728.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027730.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269825.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269775.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269782.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269810.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916163.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916164.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916165.sorted.bam
NCU08112	CM002236.1;CM002236.1;CM002236.1;CM002236.1	311541;312429;312557;313267	312376;312492;313126;313460	+;+;+;+	1664	814	813	786	808	745	841	614	781	745	1035	1000	1336	384	311	272	738	947	658	415	528	408	1459	1686	1728	1324	576	365	410
NCU08113	CM002236.1;CM002236.1	313930;314779	314273;315269	+;+	835	129	62	88	106	71	106	82	85	68	125	112	179	62	38	51	93	72	56	32	59	32	117	142	156	125	83	37	105
NCU08114	CM002236.1;CM002236.1;CM002236.1;CM002236.1	318873;319505;320676;320860	319440;320606;320801;321079	-;-;-;-	2016	135	81	86	122	107	129	71	51	69	59	54	104	64	30	29	106	142	100	80	78	71	189	197	185	190	55	47	82
NCU08115	CM002236.1	325003	328569	+	3567	652	584	541	615	602	557	662	855	817	142	172	245	218	145	100	624	590	423	380	419	398	1278	1776	1777	1373	174	159	179
NCU08116	CM002236.1	328658	330088	-	1431	6	45	8	26	15	17	5	26	5	2	7	2	0	2	2	3	4	6	10	2	2	7	0	18	14	3	1	4
NCU08117	CM002236.1;CM002236.1;CM002236.1	332175;333091;334398	332937;334260;334731	-;-;-	2267	1375	1486	765	1437	1373	1478	763	966	948	2033	2264	2944	223	166	178	373	279	279	211	260	212	770	914	855	721	268	329	414
NCU08118	CM002236.1;CM002236.1	335202;339012	338935;339433	-;-	4156	2389	2036	2318	2143	1718	1714	2214	2945	2698	1128	1045	1335	659	645	375	2396	2618	1668	770	829	825	4731	5800	5814	4750	524	451	627
NCU08119	CM002236.1;CM002236.1;CM002236.1	340059;340349;343004	340213;342693;343487	+;+;+	2984	2801	2342	2477	2481	2042	2020	2704	3385	3243	754	932	1040	944	881	716	2464	3122	2028	1145	1357	1220	6144	8278	8205	5924	815	806	1128
NCU08120	CM002236.1;CM002236.1	343608;344695	344614;345535	-;-	1848	3129	3239	3015	3123	2953	2502	3489	4873	4374	1061	944	1412	1189	1470	995	1758	1588	1734	1047	1723	1365	2997	3362	3252	3133	905	814	1257
NCU08121	CM002236.1	345768	347031	+	1264	934	947	914	870	751	738	1637	1983	1960	196	189	297	303	349	376	451	456	442	278	366	359	798	954	1073	791	174	245	328
NCU10647	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	348246;348392;348392;350032;350032;350032;350863;350926;350926;352091	349972;349972;349972;350778;350778;350778;352922;351635;352922;352922	-;-;-;-;-;-;-;-;-;-	4534	3715	3496	3526	3178	2751	2994	1811	2186	1783	1773	1951	2715	773	617	711	2621	2569	2159	1282	1484	1357	4653	5539	5558	4516	681	645	705
NCU16310	CM002236.1;CM002236.1;CM002236.1;CM002236.1	351913;352153;352625;353136	352041;352244;352794;353209	+;+;+;+	465	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	2	0	0	0
NCU07509	CM002236.1;CM002236.1	356403;356923	356854;357891	+;+	1421	1775	1522	1476	1942	1707	1728	1210	1630	1320	1026	1010	1331	911	1253	766	1334	1419	1138	857	1139	865	2283	2512	2532	2246	531	632	846
NCU07508	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	359462;359850;360492;360801;360884	359779;360419;360738;360828;361343	+;+;+;+;+	1623	47	40	29	44	38	43	15	25	14	10	15	38	7	11	0	29	31	18	10	8	4	32	43	37	41	6	18	3
NCU16311	CM002236.1;CM002236.1;CM002236.1;CM002236.1	363634;363870;364373;365990	363792;364299;365794;366043	-;-;-;-	2065	88	80	66	116	117	175	114	153	196	142	120	164	25	12	11	124	173	156	128	147	117	205	206	213	189	23	17	26
NCU07507	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	366915;366915;367224;367224;367407	367157;367157;367463;367343;367463	-;-;-;-;-	483	161	277	201	267	291	279	312	432	334	161	143	337	105	67	65	138	155	147	144	192	179	248	303	328	233	65	73	135
NCU07506	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	367975;368005;368254;368254;369043;369043	368043;368193;368975;368975;369298;369313	+;+;+;+;+;+	1212	2667	2600	2558	3057	3235	3318	2715	3506	3645	2436	2451	3773	1497	1165	1408	2926	2576	2294	2133	2675	1950	4164	5227	5094	3902	1409	1258	1483
NCU07505	CM002236.1;CM002236.1;CM002236.1;CM002236.1	377665;379166;379361;379748	379100;379296;379669;380825	-;-;-;-	2954	1837	1676	1723	1520	1455	1400	2283	2765	2752	497	520	675	526	400	371	1396	1416	1163	554	637	612	2877	3891	3879	2555	370	399	377
NCU07504	CM002236.1;CM002236.1;CM002236.1	381418;383466;383544	383391;383471;384072	-;-;-	2509	3602	4020	3423	3133	2740	2870	2996	3867	3800	2977	3148	4093	1801	1653	910	2703	2783	2086	1268	1627	1362	5424	6304	6212	5237	1159	1066	1283
NCU07503	CM002236.1;CM002236.1	386939;388346	387865;388761	-;-	1343	17603	19592	16813	17271	15643	18792	15083	17358	18016	11730	12193	18412	5383	8784	7881	10195	8281	8024	5781	7563	6211	10448	13497	13449	10338	2256	4967	6017
NCU07502	CM002236.1;CM002236.1	388864;390483	390400;392501	+;+	3556	3433	2192	2797	2373	2080	2282	1554	2026	2092	1313	1271	1643	808	666	756	2933	3249	2120	1166	1266	1068	5129	6116	6042	4811	523	679	888
NCU15004	CM002236.1	393034	393131	+	98	3	1	3	7	5	0	0	2	0	2	3	0	0	1	0	0	3	2	0	2	2	0	0	2	3	5	1	4
NCU07501	CM002236.1;CM002236.1;CM002236.1	393677;394185;394592	394128;394515;395053	-;-;-	1245	4	44	7	22	19	16	61	71	50	0	2	2	0	0	0	2	4	2	0	4	0	2	2	0	0	0	0	0
NCU07500	CM002236.1;CM002236.1;CM002236.1;CM002236.1	397225;397716;397948;398177	397644;397885;398117;398634	+;+;+;+	1218	23	50	10	47	30	47	256	308	183	1	0	0	0	0	2	5	3	0	0	2	0	0	0	0	2	0	0	0
NCU07499	CM002236.1;CM002236.1;CM002236.1	400255;400593;400837	400521;400765;401476	+;+;+	1080	18	29	14	35	38	27	13	34	28	7	0	4	4	4	2	12	6	3	6	3	6	8	5	7	6	30	20	32
NCU07498	CM002236.1	402099	406298	-	4200	1456	1173	1424	1456	1369	1493	1013	1442	1112	771	796	1033	306	229	189	1301	1195	1044	785	719	786	1637	2301	2238	1742	359	243	332
NCU07497	CM002236.1;CM002236.1	406510;407060	406950;408008	+;+	1390	758	969	783	900	965	898	488	520	561	546	717	1014	258	154	246	612	530	552	482	529	469	1139	1448	1553	1115	2544	2829	10637
NCU07496	CM002236.1;CM002236.1;CM002236.1	408524;411304;414982	410715;414216;415263	-;-;-	5387	784	741	724	1034	1013	1047	732	909	677	460	518	628	123	123	107	805	721	581	457	432	618	1186	1666	1594	1091	144	244	416
NCU07495	CM002236.1;CM002236.1;CM002236.1	417352;417936;418329	417860;418262;419464	+;+;+	1972	5390	5773	5540	4851	4412	5223	4213	4867	4787	5836	5606	7444	1537	1253	1608	4505	4564	3569	2625	2933	2480	6736	8005	7998	6626	2343	2659	3036
NCU15005	CM002236.1	420030	420109	-	80	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU07494	CM002236.1;CM002236.1	420177;420505	420425;421612	+;+	1357	1600	1755	1593	1501	1319	1394	1556	1885	1739	1421	1691	2347	558	637	529	1244	1164	955	982	996	888	2479	3402	3191	2414	470	500	633
NCU07493	CM002236.1	421557	423435	-	1879	4028	4088	3622	3104	3155	3124	3204	4430	3805	1894	2243	3329	1535	1402	1196	2531	2349	2122	1551	1989	1586	5052	6242	6239	5057	1524	1193	2460
NCU07492	CM002236.1;CM002236.1	423885;427786	427659;427947	-;-	3937	1962	1785	1901	2039	1803	1964	956	1354	1118	662	726	853	697	552	410	1524	1737	1261	424	531	552	2480	3326	3205	2468	456	497	389
NCU07491	CM002236.1	429105	431229	-	2125	7639	4560	6945	4256	3461	3794	6986	6849	4746	1774	1897	2573	5627	3396	2050	7783	13365	5181	1376	2155	1683	23895	28789	28949	23650	1050	3125	3826
NCU07489	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	437279;438225;438483;438483;440381;440381;440589;440589	438196;438418;440326;440326;440533;440533;441935;441935	+;+;+;+;+;+;+;+	4456	5042	4390	4733	4108	3397	3577	3174	3987	3706	2326	2555	3059	1449	1004	864	4192	4638	3182	1163	1392	1460	7235	8617	8366	7131	870	993	868
NCU16314	CM002236.1	441089	441910	-	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU15006	CM002236.1	442100	442171	+	72	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	4	1	0	2	0	0	0
NCU07487	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	448859;449122;449305;449617;449895	449068;449247;449563;449836;451692	+;+;+;+;+	2613	401	331	334	385	397	371	167	178	175	118	103	155	134	62	59	687	742	579	220	237	160	236	349	304	258	209	108	166
NCU07486	CM002236.1	453919	454759	-	841	91	52	52	107	91	74	40	67	87	54	20	64	12	9	18	52	25	40	39	50	24	120	95	116	108	22	20	27
NCU07485	CM002236.1;CM002236.1	455182;455341	455214;456143	+;+	836	1120	1621	855	1300	1278	1405	685	758	774	516	476	551	144	77	124	627	568	476	279	362	191	823	937	1009	761	178	191	230
NCU07484	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	456742;456947;459042;459445;460324;460592;460792	456807;458953;459350;460200;460507;460718;461929	+;+;+;+;+;+;+	4587	788	2335	865	1088	938	1092	482	576	490	95	151	169	38	27	37	283	550	228	70	82	75	576	679	654	611	67	54	53
NCU07483	CM002236.1;CM002236.1	464411;465030	464942;467155	+;+	2658	2879	2117	2551	2080	1791	1808	1965	2456	2516	871	919	1253	765	485	498	2242	2503	1574	751	929	934	4447	5589	5483	4375	520	564	556
NCU07482	CM002236.1;CM002236.1	467141;468451	468324;469295	-;-	2029	1071	819	870	928	842	851	1236	1479	1444	187	299	403	347	379	246	910	1046	875	396	481	488	2401	3415	3358	2440	217	225	386
NCU07481	CM002236.1;CM002236.1;CM002236.1;CM002236.1	474069;475012;475227;478106	474850;475166;478038;478709	+;+;+;+	4353	1969	1756	1678	1503	1239	1380	1304	1599	1431	1017	992	1405	686	571	466	1274	1414	936	488	547	391	2713	3681	3482	2983	397	392	593
NCU07480	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	479576;479882;480072;480385;481079;481363;481541;481895;482114	479712;480018;480215;480908;481163;481460;481680;481931;482143	-;-;-;-;-;-;-;-;-	1332	32	19	12	27	18	32	28	8	33	0	1	4	2	0	0	0	7	0	2	2	0	0	6	2	2	2	4	7
NCU07479	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	486622;486832;487178;487914;488324;489061;490295;490398	486746;486862;487792;488272;488401;490174;490336;490547	-;-;-;-;-;-;-;-	2514	117	118	69	137	182	126	73	62	89	12	24	28	5	4	3	73	68	69	24	43	11	87	102	98	106	36	10	37
NCU07478	CM002236.1	491366	493798	-	2433	1564	1540	1423	1409	1213	1225	1776	2226	2299	655	666	691	486	639	400	1058	1145	725	444	470	424	1502	1854	1870	1614	323	414	592
NCU07477	CM002236.1;CM002236.1	494638;498435	498330;499251	-;-	4510	2288	1997	1684	1894	1740	1665	892	1298	1130	625	668	724	631	265	355	2038	2415	1464	764	712	631	2771	3434	3393	2727	408	356	403
NCU07476	CM002236.1;CM002236.1	502478;504560	504494;504670	-;-	2128	438	282	385	393	401	453	348	486	378	220	220	270	134	105	68	397	404	255	318	334	268	675	918	851	673	111	113	168
NCU07475	CM002236.1;CM002236.1;CM002236.1	507934;508434;508744	508341;508679;509018	-;-;-	929	26	55	23	107	71	82	71	69	92	0	0	0	0	0	0	1	8	4	10	8	2	6	10	6	8	2	0	0
NCU07474	CM002236.1;CM002236.1	512384;512969	512895;513927	-;-	1471	3977	2220	3981	3951	3231	3177	4367	4740	5550	861	828	1113	1835	604	753	10262	12637	8260	4415	5053	3233	15560	18555	18499	15648	1920	1736	2870
NCU07473	CM002236.1;CM002236.1;CM002236.1	514506;516836;517925	516777;517861;519273	-;-;-	4647	5945	2757	5754	4187	3428	4050	3058	3595	2983	2046	2040	2740	2618	1309	807	7422	8230	5538	2496	2844	2470	19686	25579	25565	19482	844	1443	1488
NCU07472	CM002236.1;CM002236.1;CM002236.1	519493;520965;521485	520908;521414;521645	-;-;-	2027	2950	2540	3016	2755	2545	2766	1958	2430	2616	1350	1384	1645	1546	1164	763	3302	3494	2644	1762	2156	1571	5572	6857	6914	5569	890	1003	1585
NCU07471	CM002236.1;CM002236.1;CM002236.1	521932;522411;522996	522200;522853;523738	+;+;+	1455	8106	7766	7985	9388	8456	9877	7911	9047	8594	5441	5698	7885	3421	3677	2873	12031	11877	9540	5310	6961	5067	17524	22302	22680	17267	2823	3246	3676
NCU07468	CM002236.1;CM002236.1;CM002236.1	530629;531714;532131	531606;532014;533414	+;+;+	2563	4085	3241	4609	2954	2412	2450	2711	3405	3262	2318	2587	3428	2038	1462	1173	5719	5358	4389	1034	1357	1164	11133	14100	13983	11084	1189	1620	1625
NCU07467	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	535655;536039;536262;536338;536532;536532	535826;536167;536446;536446;538185;538185	+;+;+;+;+;+	2140	5965	5114	5963	6206	5664	5888	6442	7043	7436	5169	5025	7367	3812	2350	3098	11774	12718	9291	5697	6049	4037	22400	28355	28032	22282	3163	3085	5729
NCU07466	CM002236.1;CM002236.1	537096;538471	538352;538676	-;-	1463	1894	2159	1547	1897	1743	1934	2137	2658	2421	1216	1523	2418	473	541	577	1552	1393	1134	1019	1231	998	2059	2553	2630	1887	477	484	354
NCU07465	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	539196;539301;540012;540410;540410	539788;540343;540343;541680;541680	+;+;+;+;+	2419	17052	15931	17511	19672	18225	18259	19003	22942	22702	13151	14561	19197	4312	3568	3584	19817	20787	16651	12590	15283	9866	42633	51578	50575	42374	3777	4435	4722
NCU07464	CM002236.1;CM002236.1	541586;541829	541743;543147	-;-	1477	36	20	30	80	60	82	46	49	53	8	14	12	22	0	7	93	150	69	27	20	24	190	215	226	181	9	12	12
NCU07463	CM002236.1;CM002236.1	543682;543942	543860;546443	+;+	2681	98	33	41	91	96	75	85	93	74	48	16	35	69	13	8	107	231	109	19	38	37	311	420	327	284	27	22	55
NCU07462	CM002236.1;CM002236.1;CM002236.1	547790;548319;548706	547990;548636;548753	-;-;-	567	15	16	10	20	12	16	25	9	13	7	3	9	0	14	6	1	10	6	12	6	14	18	15	29	19	2	4	7
NCU07461	CM002236.1	549633	552479	-	2847	249	244	236	203	156	153	203	261	312	59	53	82	62	29	32	122	106	83	143	175	125	249	262	311	228	24	27	55
NCU07460	CM002236.1;CM002236.1;CM002236.1;CM002236.1	552868;553831;554251;554433	553416;554187;554362;555385	+;+;+;+	1971	2668	2181	2360	2385	1991	2010	1737	2222	1995	1015	1186	1472	1075	809	718	2290	2469	1840	943	1196	792	5064	6048	6017	4739	731	736	1166
NCU07459	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	555964;556399;556526;556772;557175	556313;556412;556655;557103;558250	+;+;+;+;+	1902	7905	6117	8162	7018	5798	4985	7490	9615	9484	1105	1280	1635	2737	2231	1836	6196	6129	4974	1698	2106	1884	11508	14597	14279	11217	1914	2034	2507
NCU16316	CM002236.1;CM002236.1	559256;560330	560218;560671	-;-	1305	269	191	270	273	270	250	371	380	394	331	292	437	170	194	113	358	295	298	195	329	160	401	557	555	485	142	153	251
NCU07458	CM002236.1;CM002236.1	560708;561916	561847;562798	-;-	2023	8991	7321	8996	9728	8454	8056	7671	9833	9514	4430	4189	5494	3052	2916	2081	9167	8611	7126	4383	5487	4781	13621	16625	16604	13437	2759	2462	3402
NCU07457	CM002236.1	563726	566109	+	2384	1591	1117	1377	1409	1383	1511	883	1113	1081	762	801	1037	318	249	294	1382	1257	1027	990	1026	925	1590	1957	1880	1750	165	239	141
NCU07456	CM002236.1;CM002236.1	565191;567043	566899;567401	-;-	2068	4239	4356	4737	4917	4519	4542	3217	4143	4029	2057	2044	2823	2078	2453	2271	5642	5375	4371	1707	2633	1953	4807	6460	6544	4700	2341	1700	3777
NCU07455	CM002236.1	568088	569942	+	1855	262	268	235	258	242	239	122	161	145	99	122	152	88	48	75	238	270	201	178	140	146	384	462	521	324	82	72	86
NCU07454	CM002236.1;CM002236.1;CM002236.1	570732;571641;572868	571565;572791;573135	-;-;-	2253	2683	3008	3761	3213	2828	2803	2141	2448	2811	1054	1108	1434	995	423	593	5333	5869	4144	2588	2977	2057	9252	11788	11805	9583	1076	1093	1309
NCU07453	CM002236.1;CM002236.1;CM002236.1	574311;574801;576267	574716;575996;576289	+;+;+	1625	7406	6378	7070	6679	6184	6508	5744	6407	6748	2335	2892	4211	3371	2716	2577	8754	10724	7349	4588	5922	4319	11654	15266	15558	11784	2684	2402	3983
NCU07452	CM002236.1	576062	577864	-	1803	1091	727	804	689	703	681	454	680	574	374	329	443	467	532	358	556	517	452	260	359	239	522	671	677	464	221	290	418
NCU07451	CM002236.1;CM002236.1;CM002236.1;CM002236.1	578783;580025;580294;581204	579960;580226;580987;581444	-;-;-;-	2315	13821	16301	12983	11119	9549	11671	8083	10634	10206	12378	12065	16086	3893	3552	4164	7080	6583	5158	3404	4029	3832	9839	12173	12461	9770	5883	4075	3278
NCU07450	CM002236.1;CM002236.1	582488;582578	582513;583595	+;+	1044	38	33	58	49	17	37	22	47	30	10	14	15	18	8	21	98	71	31	10	16	1	98	85	102	104	13	12	21
NCU07449	CM002236.1;CM002236.1;CM002236.1	584437;584895;585193	584611;585057;585580	+;+;+	726	50	52	77	110	92	60	45	49	78	26	15	12	68	23	44	2108	1446	2210	511	779	625	91	114	120	95	458	330	191
NCU07448	CM002236.1;CM002236.1	587090;588511	588366;588592	+;+	1359	2	2	4	4	6	0	8	0	8	2	0	4	0	0	0	35	46	47	4	2	4	5	12	10	8	8	2	20
NCU07447	CM002236.1;CM002236.1	593883;596107	596037;596976	-;-	3025	2075	2043	2033	1770	1482	1682	1299	1584	1429	1544	1517	2065	713	591	476	1389	1466	1077	849	1135	831	3013	3515	3658	3068	542	428	435
NCU07446	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	597623;597822;598264;598264;598860	598183;598183;598772;599464;600826	+;+;+;+;+	3124	14035	13005	14245	14805	13337	13417	11371	14120	13523	8139	8853	12222	4401	3928	3862	13088	14051	10444	7273	8823	6452	22661	27553	27851	22422	3795	3626	4646
NCU07445	CM002236.1;CM002236.1	599620;602009	601956;602122	-;-	2451	552	501	461	492	402	460	517	701	626	282	333	437	131	61	63	466	383	338	259	205	247	752	970	943	688	61	77	56
NCU07443	CM002236.1;CM002236.1;CM002236.1	608824;610182;613417	610016;613357;615081	+;+;+	6034	4783	4359	4703	4882	4402	4030	2975	3961	3379	4835	4298	5866	1480	1174	1169	4805	4848	3785	2590	3027	2338	7991	9335	9072	7947	1466	1138	1468
NCU07442	CM002236.1;CM002236.1;CM002236.1	615714;616029;616846	615945;616777;618210	+;+;+	2346	5576	8705	5762	5802	5240	6072	5735	7027	6600	10403	10488	14282	2022	2038	1554	4591	4535	3191	2982	3647	2887	8496	10229	9895	8505	1401	1568	1768
NCU07441	CM002236.1;CM002236.1	620563;621028	620918;621595	+;+	924	374	479	404	710	676	921	565	604	814	506	710	895	135	60	103	488	716	567	528	624	354	726	1056	881	785	235	186	283
NCU07440	CM002236.1;CM002236.1	621601;624762	624688;624990	-;-	3317	1850	1652	1685	1816	1720	1835	1685	2043	1941	1094	1004	1435	450	299	281	1720	1716	1258	829	904	847	2449	3100	3190	2464	408	286	293
NCU07439	CM002236.1;CM002236.1	625039;625526	625443;625986	+;+	866	14975	15769	14647	16456	16188	16399	27551	31450	30821	10063	11591	17500	6288	4861	4998	14343	15065	12786	9714	11213	8514	23848	29742	30503	24380	4902	4926	8783
NCU07438	CM002236.1;CM002236.1;CM002236.1;CM002236.1	626352;626753;627419;629165	626573;627362;629087;629587	+;+;+;+	2924	2911	2657	2846	2775	2553	2404	2046	2668	2775	1664	1676	2364	880	672	592	2643	2667	2090	984	1319	1135	4975	5998	6139	5033	925	696	1171
NCU07437	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	630033;631343;631577;631764;632008	631260;631500;631626;631804;632301	-;-;-;-;-	1771	49148	49953	46670	53349	48532	50199	51311	61555	60650	18876	18952	26857	14633	12950	14727	45210	44921	39295	18897	23491	18607	60471	78998	77247	61324	10385	10526	11101
NCU07436	CM002236.1	632558	634077	+	1520	351	426	506	475	450	426	307	369	393	356	404	449	118	84	154	316	384	230	197	251	149	516	633	638	531	129	137	90
NCU07435	CM002236.1;CM002236.1	634194;634718	634646;636325	+;+	2061	3935	3383	4105	3666	3371	3272	2989	3753	3698	2636	2385	3516	1352	1142	984	3831	3875	2789	1963	2350	1853	7343	9245	9295	7113	939	1047	1043
NCU07434	CM002236.1	636650	638312	+	1663	802	622	914	1098	929	876	3093	3637	4158	55	60	61	245	63	98	955	936	682	410	546	456	1031	1220	1255	1020	399	233	362
NCU07433	CM002236.1;CM002236.1	638340;639522	639410;642524	-;-	4074	1122	1366	491	1339	1211	1185	986	1058	987	2	2	0	10	7	4	15	4	11	10	16	6	20	23	16	16	0	2	4
NCU15601	CM002236.1	643277	643375	+	99	0	0	1	1	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	2	1	0	0	0
NCU07432	CM002236.1;CM002236.1;CM002236.1	644063;645084;645388	645023;645316;646234	-;-;-	2041	3328	2601	3460	2611	2358	2203	1294	1234	1215	1867	2037	2742	1456	968	972	1857	1840	1599	1277	1511	1263	3821	4605	4562	3768	761	829	964
NCU07430	CM002236.1;CM002236.1;CM002236.1;CM002236.1	652513;653134;653932;654124	652711;653794;654066;655451	+;+;+;+	2323	3761	3651	3679	3651	3156	3080	3028	3788	3846	1169	1196	1598	1472	1380	1134	2993	3279	2352	1014	1613	1015	6884	8063	8083	6920	1037	1102	1915
NCU07429	CM002236.1;CM002236.1;CM002236.1;CM002236.1	658020;658446;658690;658770	658364;658618;658712;658981	-;-;-;-	753	9	4	4	5	13	8	4	3	0	2	6	10	3	1	0	9	4	5	2	10	5	0	0	7	7	0	0	1
