# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "2" "-p" "-t" "CDS" "-g" "gene_name" "-s" "0" "--primary" "-a" "/home/zlewis/Genomes/Neurospora/Nc12_RefSeq/GCA_000182925.2_NC12_genomic_GFFtoGTFconversion.gtf" "-o" "/scratch/evt82290/RNAseq/qa-suz12/counts/readcounts_newseq.txt" "/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027658/SRR9027658_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027689/SRR9027689_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027759/SRR9027759_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269825/SRR8269825_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269775/SRR8269775_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269782/SRR8269782_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269810/SRR8269810_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-89_RNA_WT_24hrqa__Rep3_S89/149-89_RNA_WT_24hrqa__Rep3_S89_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-88_RNA_WT_24hrqa__Rep2_S88/149-88_RNA_WT_24hrqa__Rep2_S88_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-84_RNA_WT__Rep1_S84/149-84_RNA_WT__Rep1_S84_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-85_RNA_WT__Rep2_S85/149-85_RNA_WT__Rep2_S85_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-86_RNA_WT__Rep3_S86/149-86_RNA_WT__Rep3_S86_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-87_RNA_WT_24hrqa__Rep1_S87/149-87_RNA_WT_24hrqa__Rep1_S87_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-90_RNA_qa-suz12__Rep1_S90/149-90_RNA_qa-suz12__Rep1_S90_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-91_RNA_qa-suz12__Rep2_S91/149-91_RNA_qa-suz12__Rep2_S91_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-92_RNA_qa-suz12__Rep3_S92/149-92_RNA_qa-suz12__Rep3_S92_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-93_RNA_qa-suz12_24hrqa__Rep1_S93/149-93_RNA_qa-suz12_24hrqa__Rep1_S93_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-94_RNA_qa-suz12_24hrqa__Rep2_S94/149-94_RNA_qa-suz12_24hrqa__Rep2_S94_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-95_RNA_qa-suz12_24hrqa__Rep3_S95/149-95_RNA_qa-suz12_24hrqa__Rep3_S95_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027658/SRR9027658_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027689/SRR9027689_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027759/SRR9027759_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269825/SRR8269825_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269775/SRR8269775_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269782/SRR8269782_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269810/SRR8269810_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-89_RNA_WT_24hrqa__Rep3_S89/149-89_RNA_WT_24hrqa__Rep3_S89_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-88_RNA_WT_24hrqa__Rep2_S88/149-88_RNA_WT_24hrqa__Rep2_S88_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-84_RNA_WT__Rep1_S84/149-84_RNA_WT__Rep1_S84_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-85_RNA_WT__Rep2_S85/149-85_RNA_WT__Rep2_S85_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-86_RNA_WT__Rep3_S86/149-86_RNA_WT__Rep3_S86_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-87_RNA_WT_24hrqa__Rep1_S87/149-87_RNA_WT_24hrqa__Rep1_S87_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-90_RNA_qa-suz12__Rep1_S90/149-90_RNA_qa-suz12__Rep1_S90_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-91_RNA_qa-suz12__Rep2_S91/149-91_RNA_qa-suz12__Rep2_S91_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-92_RNA_qa-suz12__Rep3_S92/149-92_RNA_qa-suz12__Rep3_S92_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-93_RNA_qa-suz12_24hrqa__Rep1_S93/149-93_RNA_qa-suz12_24hrqa__Rep1_S93_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-94_RNA_qa-suz12_24hrqa__Rep2_S94/149-94_RNA_qa-suz12_24hrqa__Rep2_S94_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-95_RNA_qa-suz12_24hrqa__Rep3_S95/149-95_RNA_qa-suz12_24hrqa__Rep3_S95_Aligned.sortedByCoord.out.bam
pex1	CM002236.1;CM002236.1	335309;339012	338935;339128	-;-	3744	1423	1588	772	4408	5367	5371	4469	130	110	142	104	28	114	78	227	26	24	14	316
NCU08119	CM002236.1;CM002236.1;CM002236.1	340165;340349;343004	340213;342693;343084	+;+;+	2475	1310	1764	998	4943	6610	6501	4768	394	194	295	79	20	128	78	229	30	34	20	787
NCU08120	CM002236.1;CM002236.1	343827;344695	344614;345316	-;-	1410	980	1505	1048	2465	2826	2694	2630	407	361	669	169	150	402	146	367	30	6	8	580
NCU08121	CM002236.1	345962	346564	+	603	228	199	171	465	620	676	465	250	55	204	87	90	562	61	253	0	0	8	202
NCU10647	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	349128;349128;349128;350032;350032;350032;350863;350926;350926	349972;349972;349972;350778;350778;350778;351481;351481;351481	-;-;-;-;-;-;-;-;-	2211	1196	881	596	2967	3601	3700	2963	258	148	311	170	140	259	97	331	156	46	60	502
NCU16310	CM002236.1;CM002236.1;CM002236.1;CM002236.1	351913;352153;352625;353136	352041;352244;352794;353209	+;+;+;+	465	122	71	26	185	293	248	196	16	10	14	8	3	22	3	21	5	2	2	8
NCU07509	CM002236.1;CM002236.1	356422;356923	356854;357542	+;+	1053	659	675	455	1787	1964	1969	1677	197	203	270	350	82	288	60	426	8	10	2	261
NCU07508	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	359462;359850;360492;360801;360884	359779;360419;360738;360828;361343	+;+;+;+;+	1623	16	20	10	30	38	33	36	2	4	8	43	10	6	2	37	4	0	0	8
NCU16311	CM002236.1;CM002236.1;CM002236.1;CM002236.1	363638;363870;364373;365990	363792;364299;365794;366043	-;-;-;-	2061	27	33	28	50	75	73	36	35	12	37	18	14	12	4	30	6	23	27	107
NCU07507	CM002236.1;CM002236.1;CM002236.1;CM002236.1	367034;367034;367224;367224	367157;367157;367336;367336	-;-;-;-	237	109	89	58	182	226	244	179	34	38	48	6	4	36	4	44	4	0	2	78
NCU07506	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	368179;368254;368500;369043;369043	368193;368975;368975;369181;369181	+;+;+;+;+	876	1635	1727	1495	3398	4290	4123	3178	1034	583	1008	538	256	592	108	528	20	36	22	1623
NCU07505	CM002236.1;CM002236.1;CM002236.1;CM002236.1	378276;379166;379361;379748	379100;379296;379669;380096	-;-;-;-	1614	494	571	382	1546	2103	2080	1315	115	44	107	65	14	72	60	154	42	28	16	226
major facilitator superfamily transporter protein MFS1	CM002236.1;CM002236.1;CM002236.1	381713;383466;383544	383391;383471;384072	-;-;-	2214	1582	1537	1192	4906	5723	5685	4772	555	284	808	534	236	733	424	890	48	14	10	703
NCU07503	CM002236.1;CM002236.1	387495;388346	387865;388487	-;-	513	3939	2688	4128	7507	9956	9835	7524	515	288	759	464	275	527	554	1516	66	16	26	968
NCU07502	CM002236.1;CM002236.1	390043;390483	390400;392422	+;+	2298	1821	1733	1084	4427	5302	5226	4165	200	81	298	118	39	68	188	445	77	16	16	318
NCU07501	CM002236.1;CM002236.1;CM002236.1	393677;394185;394592	394128;394515;395053	-;-;-	1245	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU07500	CM002236.1;CM002236.1;CM002236.1;CM002236.1	397225;397716;397948;398177	397644;397885;398117;398634	+;+;+;+	1218	0	2	2	0	0	0	0	0	0	0	6	0	0	0	6	0	1	0	4
NCU07499	CM002236.1;CM002236.1;CM002236.1	400255;400593;400837	400521;400765;401476	+;+;+	1080	4	8	4	8	5	7	6	12	4	2	6	0	2	0	10	0	0	0	4
mus-40	CM002236.1	402193	406002	-	3810	786	637	477	1485	2118	2105	1606	148	56	147	150	54	68	74	194	46	37	38	262
NCU07497	CM002236.1;CM002236.1	406807;407060	406950;407452	+;+	537	212	210	144	480	653	679	472	118	64	247	172	123	219	42	358	6	0	5	119
set-7	CM002236.1;CM002236.1;CM002236.1	409003;411304;414982	410715;414216;415191	-;-;-	4836	534	359	237	1045	1410	1358	969	116	60	73	62	22	33	40	72	57	30	35	127
NCU07495	CM002236.1;CM002236.1;CM002236.1	417743;417936;418329	417860;418262;419008	+;+;+	1125	2021	1908	1313	4711	5499	5523	4644	4146	2401	6026	1407	996	4091	497	2219	102	56	80	2402
NCU07494	CM002236.1;CM002236.1	420358;420505	420425;421390	+;+	954	896	822	707	2052	2833	2648	1998	409	315	480	304	138	338	108	338	4	4	8	487
NCU07493	CM002236.1	422013	423257	-	1245	1803	1971	1502	4711	5827	5811	4674	953	574	900	420	310	778	200	436	24	20	25	1316
NCU07492	CM002236.1;CM002236.1	423934;427786	427659;427797	-;-	3738	948	866	568	2362	3154	3051	2329	120	68	110	108	36	96	32	138	17	28	10	150
NCU07491	CM002236.1	429523	430602	-	1080	2328	6372	1821	15042	17580	17738	15021	4076	3048	2882	760	408	1236	300	958	46	74	38	5141
pzl-1	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	438914;438914;440381;440381;440589;440589	440326;440326;440533;440533;440618;440618	+;+;+;+;+;+	1596	1492	1399	742	4286	4914	4842	4258	449	240	463	292	107	361	138	379	120	62	62	597
NCU16314	CM002236.1	441227	441574	-	348	446	705	577	1849	2199	2264	1731	236	113	196	175	71	216	78	261	19	16	4	577
gh3-6	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	448859;449122;449305;449617;449895	449068;449247;449563;449836;451692	+;+;+;+;+	2613	145	116	66	208	332	279	223	36	20	75	157	182	121	38	86	12	6	10	44
NCU07486	CM002236.1	453962	454759	-	798	36	54	21	112	95	114	101	8	4	29	12	14	28	12	30	2	0	0	8
NCU07485	CM002236.1	455370	456143	+	774	345	526	236	757	854	922	681	198	124	409	83	34	236	56	266	6	2	2	164
gh18-8	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	456742;456947;459042;459445;460324;460592;460792	456807;458953;459350;460200;460507;460718;461929	+;+;+;+;+;+;+	4587	315	346	96	507	614	585	533	441	269	321	90	26	108	10	63	14	15	0	132
fr	CM002236.1;CM002236.1	464598;465030	464942;466955	+;+	2271	1387	1509	961	4037	5063	4993	3964	293	164	362	378	207	592	247	681	76	20	19	342
NCU07482	CM002236.1;CM002236.1	467421;468451	468324;468896	-;-	1350	543	447	342	1593	2452	2402	1658	288	138	399	89	60	146	86	236	4	6	8	395
NCU07481	CM002236.1;CM002236.1;CM002236.1;CM002236.1	474658;475012;475227;478106	474850;475166;478038;478227	+;+;+;+	3282	680	703	449	2122	2851	2808	2303	118	56	132	127	35	143	41	166	86	39	18	203
NCU07480	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	479576;479882;480072;480385;481079;481363;481541;481895;482114	479712;480018;480215;480908;481163;481460;481680;481931;482143	-;-;-;-;-;-;-;-;-	1332	0	0	2	0	5	2	2	0	2	0	0	2	2	2	4	0	0	2	6
NCU07479	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	486622;486832;487178;487914;488324;489061;490295;490398	486746;486862;487792;488272;488401;490174;490336;490547	-;-;-;-;-;-;-;-	2514	40	63	23	76	85	80	89	4	8	27	17	2	29	8	68	7	5	2	32
NCU07478	CM002236.1	491910	493376	-	1467	471	298	417	1054	1271	1262	1124	123	83	115	18	6	89	2	17	2	4	4	139
NCU07477	CM002236.1;CM002236.1	494785;498435	498330;498533	-;-	3645	1121	1036	478	2369	2931	2915	2293	265	136	266	284	162	166	78	322	82	60	40	420
NCU07476	CM002236.1;CM002236.1	502599;504560	504494;504670	-;-	2007	254	244	236	649	884	811	644	71	68	120	108	50	132	22	113	22	8	2	122
NCU07475	CM002236.1;CM002236.1;CM002236.1	508204;508434;508744	508341;508679;508941	-;-;-	582	6	5	6	3	9	6	4	0	0	0	0	0	2	0	2	0	0	1	2
NCU07474	CM002236.1;CM002236.1	512647;512969	512895;513730	-;-	1011	6171	5502	4053	13444	16192	16226	13547	2360	920	1839	776	400	2328	134	638	37	96	78	2411
NCU07473	CM002236.1;CM002236.1;CM002236.1	514584;516836;517925	516777;517861;518790	-;-;-	4086	4205	4283	1933	18045	23545	23559	17800	1178	688	863	434	220	475	130	353	134	62	59	2011
NCU07472	CM002236.1;CM002236.1;CM002236.1	519650;520965;521485	520908;521414;521506	-;-;-	1731	2024	2156	1476	4846	5943	5996	4814	352	240	364	336	90	306	148	526	20	18	11	461
NCU07471	CM002236.1;CM002236.1;CM002236.1	522169;522411;522996	522200;522853;523390	+;+;+	870	5386	5161	3034	12567	16021	16171	12453	5000	2328	6461	2195	908	4012	1348	5281	52	23	11	3956
NCU07468	CM002236.1;CM002236.1;CM002236.1	531405;531714;532131	531606;532014;532755	+;+;+	1128	1342	1774	722	5144	6307	6145	5003	238	156	182	103	62	203	143	225	84	48	36	543
NCU07467	CM002236.1;CM002236.1;CM002236.1;CM002236.1	536393;536393;536532;536532	536446;536446;537074;537074	+;+;+;+	597	6291	7809	3592	17644	22148	22001	17671	3086	1149	3985	1266	807	3406	1593	6063	60	6	10	3725
NCU07466	CM002236.1;CM002236.1	537927;538471	538352;538572	-;-	528	1290	1412	900	2813	3411	3374	2562	732	355	1047	288	64	339	164	741	14	4	0	951
NCU07465	CM002236.1;CM002236.1;CM002236.1;CM002236.1	540065;540065;540410;540410	540343;540343;541279;541279	+;+;+;+	1149	13715	14094	10989	37988	45988	45014	37740	6169	4199	6339	713	348	2071	633	2336	60	96	76	5690
NCU07464	CM002236.1;CM002236.1	541586;541829	541743;543089	-;-	1419	58	84	30	213	235	255	196	81	18	71	20	4	8	14	45	16	4	10	64
NCU07463	CM002236.1;CM002236.1	543682;543942	543860;545901	+;+	2139	61	128	23	265	341	259	235	110	46	163	34	22	32	12	53	20	4	4	173
NCU07462	CM002236.1;CM002236.1;CM002236.1	547790;548319;548706	547990;548636;548753	-;-;-	567	2	6	6	16	12	21	15	0	0	8	8	0	4	6	14	0	0	3	6
NCU07461	CM002236.1	549712	552252	-	2541	86	96	59	215	223	276	203	14	4	2	20	6	17	16	44	27	2	4	31
mob-2b	CM002236.1;CM002236.1;CM002236.1	553920;554251;554433	554187;554362;554964	+;+;+	912	776	1142	780	2884	3289	3335	2627	178	92	170	94	48	153	103	292	28	22	18	358
prm-1	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	556228;556399;556526;556772;557175	556313;556412;556655;557103;557653	+;+;+;+;+	1041	2391	2712	1870	7918	10146	9813	7755	431	269	643	91	44	184	100	402	56	45	33	678
NCU16316	CM002236.1;CM002236.1	559859;560330	560218;560671	-;-	702	150	174	206	365	558	465	434	51	24	47	14	16	45	18	46	14	10	10	154
NCU07458	CM002236.1;CM002236.1	560981;561916	561847;562692	-;-	1644	4735	4223	4265	11787	14318	14390	11651	652	491	824	116	66	339	120	398	34	44	8	1039
NCU07457	CM002236.1	564054	565991	+	1938	1142	1097	903	2457	2891	2856	2529	534	202	495	186	103	369	118	342	36	26	6	561
rib-5	CM002236.1;CM002236.1	566163;567043	566899;567073	-;-	768	2529	2528	2110	4172	5552	5607	3962	1195	479	1354	711	153	450	431	1870	54	16	8	1568
NCU07455	CM002236.1	568308	569942	+	1635	140	141	132	334	409	468	301	46	15	38	48	6	14	22	92	8	8	4	56
NCU07454	CM002236.1;CM002236.1	571276;571641	571565;571911	-;-	561	2148	1999	1593	5535	7195	7345	5813	447	340	463	67	64	203	28	175	7	18	16	535
NCU07453	CM002236.1;CM002236.1	574657;574801	574716;575802	+;+	1062	5297	3049	3759	9081	12227	12330	9187	1213	541	1089	892	190	573	430	1748	14	10	12	1464
mig-2	CM002236.1	576205	577509	-	1305	227	211	243	467	605	590	376	372	124	210	26	23	31	36	45	8	10	24	624
NCU07451	CM002236.1;CM002236.1;CM002236.1;CM002236.1	578985;580025;580294;581204	579960;580226;580987;581323	-;-;-;-	1992	3351	3256	2880	8273	10274	10535	8146	986	528	1333	462	171	573	276	1499	90	40	14	1067
NCU07450	CM002236.1;CM002236.1	582488;582578	582513;583595	+;+	1044	29	39	15	89	81	99	94	32	8	31	22	10	24	10	44	10	2	2	26
NCU07449	CM002236.1;CM002236.1;CM002236.1	584490;584895;585193	584611;585057;585264	+;+;+	357	144	149	191	63	88	84	66	1424	831	6867	146	30	576	51	197	2	36	51	3101
NCU07448	CM002236.1;CM002236.1	587090;588511	588366;588592	+;+	1359	6	2	5	4	12	10	8	30	16	42	4	0	0	6	9	0	14	11	66
DUF803 domain-containing protein	CM002236.1;CM002236.1	594160;596107	596037;596148	-;-	1920	986	922	662	2497	2922	3057	2559	1882	760	2383	320	238	1088	218	602	50	42	30	1308
vma-4	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	598151;598151;598264;598264;598860	598183;598183;598772;598776;599010	+;+;+;+;+	697	4254	5169	3606	11121	13111	13372	10930	1826	1096	2268	1204	261	1043	578	2281	120	68	36	2302
NCU07445	CM002236.1	599620	601908	-	2289	396	383	232	1277	1599	1613	1236	69	34	99	183	58	57	75	297	16	9	12	108
NCU07443	CM002236.1;CM002236.1;CM002236.1	609537;610182;613417	610016;613357;614449	+;+;+	4689	2386	2391	1768	6101	6995	6721	6038	570	211	539	266	140	532	153	332	428	214	171	849
NCU07442	CM002236.1;CM002236.1;CM002236.1	615884;616029;616846	615945;616777;617855	+;+;+	1821	3112	3206	2163	7230	8781	8471	7207	7214	4285	10373	2764	1922	6648	1354	3549	123	10	19	2477
NCU07441	CM002236.1;CM002236.1	620898;621028	620918;621246	+;+	240	172	118	103	282	497	440	369	545	75	440	918	109	348	87	545	20	22	16	276
mus-38	CM002236.1;CM002236.1	621854;624762	624688;624809	-;-	2883	1125	845	567	2242	2862	2974	2240	295	115	358	269	146	375	114	341	59	37	16	193
NCU07439	CM002236.1;CM002236.1	625372;625526	625443;625687	+;+	234	7860	8328	5472	17154	21496	22070	17678	16346	6504	23636	9169	4744	11006	4934	13027	1774	467	296	18146
NCU07438	CM002236.1;CM002236.1;CM002236.1	627153;627419;629165	627362;629087;629196	+;+;+	1911	1127	1128	677	3085	3809	3948	3271	202	135	246	269	68	228	120	350	58	42	33	384
NCU07437	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	631095;631343;631577;631764;632008	631260;631500;631626;631804;632066	-;-;-;-;-	474	10296	9771	7334	23338	31210	30219	23611	2385	1054	3176	1949	570	1795	1524	6615	256	108	38	2922
NCU07436	CM002236.1	632721	633749	+	1029	198	216	120	476	590	602	501	78	50	96	130	62	55	60	267	20	2	2	84
NCU07435	CM002236.1;CM002236.1	634575;634718	634646;636010	+;+	1365	2402	2489	1639	6203	7736	7796	6009	450	331	453	465	178	367	348	920	79	58	12	721
NCU07434	CM002236.1	636904	637950	+	1047	233	211	175	779	937	915	717	160	13	212	60	20	74	50	237	2	4	4	359
NCU07433	CM002236.1;CM002236.1	638340;639522	639410;642524	-;-	4074	4	7	0	23	23	16	16	8	1	4	6	4	4	0	9	2	4	6	1
pls-1	CM002236.1;CM002236.1;CM002236.1	644751;645084;645388	645023;645316;645553	-;-;-	672	601	578	447	1753	2108	2045	1727	465	226	610	204	112	344	130	364	65	24	16	462
NCU07430	CM002236.1;CM002236.1;CM002236.1	653540;653932;654124	653794;654066;654408	+;+;+	675	771	1004	502	2460	2879	2772	2425	222	128	289	36	6	48	79	227	30	30	5	262
NCU07429	CM002236.1;CM002236.1;CM002236.1;CM002236.1	658020;658446;658690;658770	658364;658618;658712;658981	-;-;-;-	753	4	2	4	0	0	5	4	0	4	9	142	42	79	19	99	14	0	0	0
tcu-3	CM002236.1;CM002236.1	662738;662903	662846;663351	-;-	558	5116	6221	4505	2339	2771	2908	2415	244	221	247	453	344	1086	330	1587	84	8	4	237
NCU07427	CM002236.1;CM002236.1	666139;666465	666360;666602	+;+	360	89	83	64	111	94	116	91	2	2	3	17	6	8	2	16	2	5	0	6
NCU10006	CM002236.1;CM002236.1	698752;699010	698940;699702	-;-	882	50	67	42	93	124	118	91	10	4	28	17	8	29	4	34	29	3	2	10
acu-9	CM002236.1;CM002236.1;CM002236.1;CM002236.1	711205;711205;711562;711562	711493;711493;712901;712901	-;-;-;-	1629	4834	2390	4819	8100	9737	9937	7955	2581	2761	3893	280	60	1349	104	473	31	132	76	4583
tca-14	CM002236.1;CM002236.1	717111;718399	718324;718786	-;-	1602	11124	13791	9190	26551	33159	32924	25803	15680	7986	17319	1938	1522	8011	1036	3865	200	146	66	13481
stk-53	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	720670;720981;721366;723181;723964	720899;721310;723119;723903;724628	-;-;-;-;-	3702	158	107	81	317	346	364	270	30	17	22	135	79	151	22	132	54	2	4	34
NCU09065	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	726646;727978;728924;729050;729850	727917;728868;728996;729785;730294	+;+;+;+;+	3417	924	1071	573	2567	3230	3175	2663	148	88	200	120	42	201	91	297	68	30	28	417
NCU09066	CM002236.1	740031	740393	-	363	16	26	11	56	56	53	48	11	0	6	16	12	51	10	29	4	6	0	10
nit-2	CM002236.1;CM002236.1;CM002236.1	742645;743370;743827	743270;743748;745932	+;+;+	3111	3024	2413	1914	7068	9033	8805	7178	362	392	751	217	322	2245	218	621	193	44	20	347
NCU09069	CM002236.1;CM002236.1;CM002236.1;CM002236.1	747758;747758;749170;749170	748971;748971;749887;749698	-;-;-;-	1932	1092	1172	560	2843	3369	3368	2855	432	243	485	216	115	541	192	556	53	12	10	699
NCU09070	CM002236.1;CM002236.1	751535;752368	752283;752440	-;-	822	220	225	112	583	777	681	588	60	31	72	16	5	40	10	71	8	12	10	86
dbf2	CM002236.1;CM002236.1;CM002236.1	753839;754592;755689	754541;755630;756052	+;+;+	2106	1844	1898	1175	4877	5734	5790	4852	236	140	365	352	83	197	210	609	85	39	8	588
NCU09072	CM002236.1;CM002236.1	758601;758796	758711;759674	+;+	990	20	20	15	32	72	71	38	36	4	21	50	8	34	8	47	0	2	2	16
NCU10839	CM002236.1;CM002236.1;CM002236.1	761516;761823;762225	761695;761935;762264	-;-;-	333	3	0	0	0	4	0	2	0	0	0	0	0	2	0	0	0	0	0	0
NCU09073	CM002236.1	763808	764911	+	1104	1086	675	676	2301	3190	3289	2372	262	106	194	285	167	255	104	268	14	14	14	239
NCU09074	CM002236.1	765107	765847	-	741	9	23	5	71	61	61	57	113	4	74	331	115	271	38	190	18	0	0	22
NCU09075	CM002236.1	766683	766973	-	291	272	346	122	821	1094	1111	792	550	84	560	865	240	707	242	714	34	10	1	358
NCU09076	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	767772;767874;768187;768601;769755	767820;768131;768547;769011;769980	-;-;-;-;-	1305	5448	7930	4151	21223	24910	24972	21062	6124	3285	6982	943	558	2821	641	1884	351	101	51	4358
NCU09077	CM002236.1;CM002236.1	770798;771502	771409;771693	+;+	804	347	464	165	1193	1502	1581	1006	135	120	214	75	47	113	48	270	12	12	0	132
NCU09078	CM002236.1;CM002236.1;CM002236.1	772183;772478;772929	772309;772599;773150	-;-;-	471	217	182	101	565	559	687	552	91	57	70	214	73	210	102	270	12	9	6	120
NCU09079	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	775272;775272;775360;775449;776990;776990;776990;777528;777528;777528;777682;777682;777682;778355	776931;776931;775374;776931;777425;777425;777425;777568;777568;777568;777839;777839;777802;778391	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2332	6599	6368	3202	24919	31732	30784	24779	1572	754	2021	1243	880	2787	588	1594	474	90	58	1423
NCU09080	CM002236.1	791939	792235	-	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
NCU09081	CM002236.1	793682	794386	+	705	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU09082	CM002236.1;CM002236.1;CM002236.1	798219;798488;798760	798331;798588;798824	-;-;-	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU09084	CM002236.1;CM002236.1	804397;805080	804676;805159	+;+	360	0	0	0	4	0	9	4	3	0	9	1	0	0	1	3	0	2	0	2
NCU09085	CM002236.1;CM002236.1	809034;809552	809493;811110	+;+	2019	1045	1146	774	3588	3957	4172	3630	1900	1925	3635	249	127	1128	264	564	326	137	80	1012
NCU16318	CM002236.1	811442	812011	+	570	410	987	663	1799	2043	2001	1714	2587	1781	3564	433	140	1648	696	1790	667	250	206	4165
NCU09087	CM002236.1;CM002236.1	816118;818044	817974;818517	-;-	2331	172	218	76	480	591	584	511	33	20	28	17	20	37	11	44	14	8	6	33
