# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "6" "-p" "-a" "/scratch/evt82290/histone_chaperone_plot_FINAL/NC12_annotation.gtf" "-o" "/scratch/evt82290/histone_chaperone_plot_FINAL/readcounts_FINAL.txt" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444037.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444038.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444043.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970629.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970630.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970631.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970598.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970599.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970600.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269830.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269647.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269650.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916318.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916319.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916320.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970603.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970606.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970610.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027727.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027728.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027730.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269825.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269775.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269782.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269810.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916163.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916164.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916165.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444037.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444038.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444043.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970629.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970630.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970631.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970598.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970599.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970600.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269830.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269647.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269650.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916318.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916319.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916320.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970603.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970606.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970610.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027727.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027728.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027730.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269825.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269775.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269782.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269810.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916163.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916164.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916165.sorted.bam
NCU08117	CM002236.1;CM002236.1;CM002236.1	332175;333091;334398	332937;334260;334731	-;-;-	2267	808	1024	470	813	961	941	763	514	107	1408	1549	66	14	166	178	229	168	8	63	260	212	34	315	291	287	268	329	25
NCU08118	CM002236.1;CM002236.1	335202;339012	338935;339433	-;-	4156	1320	1354	1421	1278	1191	1070	2214	1648	319	835	727	26	59	645	375	1345	1685	62	217	829	825	190	1995	2104	2054	524	451	8
NCU08119	CM002236.1;CM002236.1;CM002236.1	340059;340349;343004	340213;342693;343487	+;+;+	2984	1654	1634	1537	1467	1479	1325	2704	2013	439	510	679	19	52	881	716	1499	2075	112	289	1357	1220	268	2871	2919	2611	815	806	53
NCU08120	CM002236.1;CM002236.1	343608;344695	344614;345535	-;-	1848	1806	2065	1824	1858	1991	1651	3489	2798	577	729	648	27	55	1470	995	1054	1028	91	288	1723	1365	115	1252	1158	1324	905	814	43
NCU08121	CM002236.1	345768	347031	+	1264	559	642	528	506	505	485	1637	1075	216	135	148	8	10	349	376	286	305	20	86	366	359	41	342	381	381	174	245	24
NCU10647	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	348246;348392;348392;350032;350032;350032;350863;350926;350926;352091	349972;349972;349972;350778;350778;350778;352922;351635;352922;352922	-;-;-;-;-;-;-;-;-;-	4534	2080	2314	2142	1883	1954	2015	1811	1201	211	1276	1361	83	31	617	711	1568	1619	107	351	1484	1357	184	1924	1995	1972	681	645	40
NCU16310	CM002236.1;CM002236.1;CM002236.1;CM002236.1	351913;352153;352625;353136	352041;352244;352794;353209	+;+;+;+	465	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
NCU07509	CM002236.1;CM002236.1	356403;356923	356854;357891	+;+	1421	1073	1019	919	1125	1202	1121	1210	950	165	756	686	12	27	1253	766	754	956	67	210	1139	865	102	854	861	1001	531	632	42
NCU07508	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	359462;359850;360492;360801;360884	359779;360419;360738;360828;361343	+;+;+;+;+	1623	18	23	16	27	24	33	15	13	2	4	11	2	0	11	0	17	22	1	4	8	4	0	19	12	28	6	18	2
NCU16311	CM002236.1;CM002236.1;CM002236.1;CM002236.1	363634;363870;364373;365990	363792;364299;365794;366043	-;-;-;-	2065	51	57	41	69	71	111	114	78	18	102	75	6	2	12	11	74	107	10	42	147	117	7	83	85	95	23	17	1
NCU07507	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	366915;366915;367224;367224;367407	367157;367157;367463;367343;367463	-;-;-;-;-	483	82	188	123	157	198	204	312	250	48	99	99	8	3	67	65	82	87	1	19	192	179	19	108	104	107	65	73	11
NCU07506	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	367975;368005;368254;368254;369043;369043	368043;368193;368975;368975;369298;369313	+;+;+;+;+;+	1212	1600	1739	1513	1764	2201	2215	2715	2011	431	1665	1790	83	91	1165	1408	1745	1685	107	549	2675	1950	189	1888	1817	1697	1409	1258	87
NCU07505	CM002236.1;CM002236.1;CM002236.1;CM002236.1	377665;379166;379361;379748	379100;379296;379669;380825	-;-;-;-	2954	1047	1106	1043	859	1005	886	2283	1493	325	362	346	14	28	400	371	797	916	44	158	637	612	129	1421	1404	1067	370	399	16
NCU07504	CM002236.1;CM002236.1;CM002236.1	381418;383466;383544	383391;383471;384072	-;-;-	2509	2021	2660	2007	1773	1894	1857	2996	2293	472	2060	2205	98	97	1653	910	1693	1891	75	328	1627	1362	212	2199	2250	2238	1159	1066	56
NCU07503	CM002236.1;CM002236.1	386939;388346	387865;388761	-;-	1343	9984	12988	10191	10132	10894	12242	15083	9748	2325	8201	8606	339	317	8784	7881	6107	5478	417	1525	7563	6211	460	4820	4962	4365	2256	4967	225
NCU07502	CM002236.1;CM002236.1	388864;390483	390400;392501	+;+	3556	1924	1470	1627	1353	1476	1476	1554	1086	271	953	840	60	54	666	756	1755	2080	94	270	1266	1068	263	2122	2197	2131	523	679	36
NCU15004	CM002236.1	393034	393131	+	98	0	1	3	5	2	0	0	2	0	1	1	0	0	1	0	0	2	0	0	2	2	0	0	0	2	5	1	0
NCU07501	CM002236.1;CM002236.1;CM002236.1	393677;394185;394592	394128;394515;395053	-;-;-	1245	4	38	6	10	12	10	61	47	14	0	2	0	0	0	0	0	4	0	0	4	0	0	2	0	0	0	0	0
NCU07500	CM002236.1;CM002236.1;CM002236.1;CM002236.1	397225;397716;397948;398177	397644;397885;398117;398634	+;+;+;+	1218	14	35	8	33	23	40	256	163	21	1	0	0	0	0	2	5	3	0	0	2	0	0	0	0	2	0	0	0
NCU07499	CM002236.1;CM002236.1;CM002236.1	400255;400593;400837	400521;400765;401476	+;+;+	1080	10	16	9	25	28	17	13	22	0	5	0	0	0	4	2	8	4	0	0	3	6	0	2	2	2	30	20	4
NCU07498	CM002236.1	402099	406298	-	4200	820	781	852	829	950	945	1013	762	112	564	551	26	22	229	189	754	763	32	210	719	786	67	830	789	774	359	243	16
NCU07497	CM002236.1;CM002236.1	406510;407060	406950;408008	+;+	1390	412	631	484	555	678	556	488	304	49	397	505	41	12	154	246	321	332	38	106	529	469	45	566	524	461	2544	2829	460
NCU07496	CM002236.1;CM002236.1;CM002236.1	408524;411304;414982	410715;414216;415263	-;-;-	5387	455	460	461	632	667	687	732	506	108	315	344	12	2	123	107	490	490	23	129	432	618	66	576	581	469	144	244	17
NCU07495	CM002236.1;CM002236.1;CM002236.1	417352;417936;418329	417860;418262;419464	+;+;+	1972	3078	3827	3348	2850	3072	3329	4213	2873	665	4066	3937	199	84	1253	1608	2626	2946	196	738	2933	2480	311	2852	2836	2887	2343	2659	152
NCU15005	CM002236.1	420030	420109	-	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU07494	CM002236.1;CM002236.1	420177;420505	420425;421612	+;+	1357	977	1174	970	877	879	925	1556	1066	238	1011	1148	61	34	637	529	752	742	72	226	996	888	104	1202	1131	1026	470	500	17
NCU07493	CM002236.1	421557	423435	-	1879	2287	2756	2136	1910	2174	2051	3204	2501	432	1333	1545	66	74	1402	1196	1572	1508	107	444	1989	1586	220	2242	2194	2245	1524	1193	123
NCU07492	CM002236.1;CM002236.1	423885;427786	427659;427947	-;-	3937	1111	1164	1107	1238	1340	1277	956	823	124	475	487	35	35	552	410	948	1150	46	129	531	552	129	1148	1236	1074	456	497	20
NCU07491	CM002236.1	429105	431229	-	2125	4421	2996	4100	2485	2346	2395	6986	3888	600	1291	1369	64	303	3396	2050	4577	8742	281	332	2155	1683	1050	10263	10277	10294	1050	3125	166
NCU07489	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	437279;438225;438483;438483;440381;440381;440589;440589	438196;438418;440326;440326;440533;440533;441935;441935	+;+;+;+;+;+;+;+	4456	2808	2818	2880	2324	2368	2228	3174	2279	465	1608	1808	71	69	1004	864	2575	2918	170	261	1392	1460	298	2952	2845	3168	870	993	30
NCU16314	CM002236.1	441089	441910	-	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU15006	CM002236.1	442100	442171	+	72	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0
NCU07487	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	448859;449122;449305;449617;449895	449068;449247;449563;449836;451692	+;+;+;+;+	2613	209	223	200	224	264	249	167	88	30	89	82	4	18	62	59	420	500	11	80	237	160	11	148	103	114	209	108	12
NCU07486	CM002236.1	453919	454759	-	841	47	36	33	56	62	36	40	32	4	32	14	4	4	9	18	36	15	0	9	50	24	9	33	50	55	22	20	0
NCU07485	CM002236.1;CM002236.1	455182;455341	455214;456143	+;+	836	652	1122	494	782	891	886	685	436	95	364	342	22	11	77	124	374	328	18	58	362	191	15	378	385	356	178	191	12
NCU07484	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	456742;456947;459042;459445;460324;460592;460792	456807;458953;459350;460200;460507;460718;461929	+;+;+;+;+;+;+	4587	470	1565	505	648	621	746	482	349	73	66	110	2	2	27	37	195	345	14	20	82	75	16	238	236	260	67	54	2
NCU07483	CM002236.1;CM002236.1	464411;465030	464942;467155	+;+	2658	1532	1391	1515	1207	1232	1151	1965	1331	330	604	660	28	45	485	498	1395	1576	97	192	929	934	193	1948	1908	1851	520	564	22
NCU07482	CM002236.1;CM002236.1	467141;468451	468324;469295	-;-	2029	651	524	536	498	565	550	1236	855	158	131	227	6	22	379	246	541	678	49	100	481	488	89	1231	1203	1135	217	225	8
NCU07481	CM002236.1;CM002236.1;CM002236.1;CM002236.1	474069;475012;475227;478106	474850;475166;478038;478709	+;+;+;+	4353	1117	1102	1003	873	888	912	1304	907	170	716	646	26	38	571	466	726	912	51	141	547	391	115	1335	1171	1316	397	392	26
NCU07480	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	479576;479882;480072;480385;481079;481363;481541;481895;482114	479712;480018;480215;480908;481163;481460;481680;481931;482143	-;-;-;-;-;-;-;-;-	1332	14	5	2	21	12	19	28	5	6	0	0	0	0	0	0	0	5	0	0	2	0	0	3	0	0	2	4	0
NCU07479	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	486622;486832;487178;487914;488324;489061;490295;490398	486746;486862;487792;488272;488401;490174;490336;490547	-;-;-;-;-;-;-;-	2514	63	86	49	89	125	85	73	33	18	9	19	0	0	4	3	45	45	6	8	43	11	5	41	38	39	36	10	0
NCU07478	CM002236.1	491366	493798	-	2433	908	1038	868	796	842	783	1776	1248	293	467	431	8	34	639	400	608	719	44	131	470	424	68	588	594	719	323	414	24
NCU07477	CM002236.1;CM002236.1	494638;498435	498330;499251	-;-	4510	1321	1303	1007	1091	1209	1170	892	728	136	430	464	24	37	265	355	1199	1561	70	202	712	631	125	1184	1127	1223	408	356	14
NCU07476	CM002236.1;CM002236.1	502478;504560	504494;504670	-;-	2128	262	190	231	260	269	278	348	254	54	124	149	10	8	105	68	236	280	29	75	334	268	25	373	287	286	111	113	5
NCU07475	CM002236.1;CM002236.1;CM002236.1	507934;508434;508744	508341;508679;509018	-;-;-	929	13	30	13	67	39	58	71	36	6	0	0	0	0	0	0	1	6	0	5	8	2	0	6	2	4	2	0	0
NCU07474	CM002236.1;CM002236.1	512384;512969	512895;513927	-;-	1471	2234	1491	2485	2250	2272	2113	4367	2678	686	571	585	19	98	604	753	6184	8111	379	1232	5053	3233	733	6632	6531	6729	1920	1736	150
NCU07473	CM002236.1;CM002236.1;CM002236.1	514506;516836;517925	516777;517861;519273	-;-;-	4647	3339	1874	3449	2401	2410	2748	3058	2056	358	1453	1382	72	148	1309	807	4456	5306	255	668	2844	2470	896	9164	8948	8565	844	1443	80
NCU07472	CM002236.1;CM002236.1;CM002236.1	519493;520965;521485	520908;521414;521645	-;-;-	2027	1724	1790	1818	1584	1724	1792	1958	1341	350	960	994	48	62	1164	763	1983	2278	97	471	2156	1571	211	2392	2462	2516	890	1003	60
NCU07471	CM002236.1;CM002236.1;CM002236.1	521932;522411;522996	522200;522853;523738	+;+;+	1455	4589	5180	4873	5558	5844	6553	7911	5048	981	3839	3972	173	176	3677	2873	7268	7751	388	1508	6961	5067	741	8107	8194	7783	2823	3246	153
NCU07468	CM002236.1;CM002236.1;CM002236.1	530629;531714;532131	531606;532014;533414	+;+;+	2563	2176	2101	2783	1643	1722	1619	2711	1943	386	1646	1827	92	122	1462	1173	3360	3447	215	252	1357	1164	431	5014	4964	4844	1189	1620	70
NCU07467	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	535655;536039;536262;536338;536532;536532	535826;536167;536446;536446;538185;538185	+;+;+;+;+;+	2140	3179	3509	3626	3762	3892	3796	6442	3990	909	3597	3479	188	245	2350	3098	7052	8474	417	1469	6049	4037	1011	9962	10070	9664	3163	3085	244
NCU07466	CM002236.1;CM002236.1	537096;538471	538352;538676	-;-	1463	1092	1449	895	1043	1182	1309	2137	1581	238	864	1147	58	30	541	577	949	901	27	232	1231	998	102	943	992	813	477	484	8
NCU07465	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	539196;539301;540012;540410;540410	539788;540343;540343;541680;541680	+;+;+;+;+	2419	9627	10546	10567	11511	12511	12059	19003	13020	2953	9232	10202	500	266	3568	3584	12003	13494	826	3472	15283	9866	1896	18280	17879	18280	3777	4435	253
NCU07464	CM002236.1;CM002236.1	541586;541829	541743;543147	-;-	1477	20	18	24	51	35	56	46	21	6	8	12	0	0	0	7	52	94	2	20	20	24	4	88	90	65	9	12	0
NCU07463	CM002236.1;CM002236.1	543682;543942	543860;546443	+;+	2681	61	20	24	50	57	54	85	56	9	30	11	0	5	13	8	57	160	3	6	38	37	18	133	92	122	27	22	2
NCU07462	CM002236.1;CM002236.1;CM002236.1	547790;548319;548706	547990;548636;548753	-;-;-	567	8	11	4	10	10	9	25	3	2	5	3	0	0	14	6	1	5	0	7	6	14	0	5	9	9	2	4	0
NCU07461	CM002236.1	549633	552479	-	2847	132	140	130	119	104	91	203	172	52	43	45	0	4	29	32	73	77	2	27	175	125	13	99	139	94	24	27	0
NCU07460	CM002236.1;CM002236.1;CM002236.1;CM002236.1	552868;553831;554251;554433	553416;554187;554362;555385	+;+;+;+	1971	1479	1438	1405	1411	1360	1339	1737	1292	212	746	870	39	57	809	718	1360	1615	82	251	1196	792	242	2030	2089	2206	731	736	49
NCU07459	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	555964;556399;556526;556772;557175	556313;556412;556655;557103;558250	+;+;+;+;+	1902	4484	4078	4914	4147	4092	3212	7490	5361	1224	756	935	30	177	2231	1836	3805	3851	247	512	2106	1884	576	5108	5125	4895	1914	2034	138
NCU16316	CM002236.1;CM002236.1	559256;560330	560218;560671	-;-	1305	146	118	166	155	179	172	371	194	39	248	218	15	17	194	113	200	193	19	56	329	160	23	199	173	196	142	153	8
NCU07458	CM002236.1;CM002236.1	560708;561916	561847;562798	-;-	2023	4962	4831	5592	5630	5955	5135	7671	5523	1130	3101	2964	136	174	2916	2081	5528	5584	365	1137	5487	4781	543	5872	5925	5822	2759	2462	163
NCU07457	CM002236.1	563726	566109	+	2384	871	720	841	796	961	989	883	618	125	511	535	18	23	249	294	783	800	31	284	1026	925	72	710	682	800	165	239	12
NCU07456	CM002236.1;CM002236.1	565191;567043	566899;567401	-;-	2068	2336	2914	2815	2938	3084	2979	3217	2305	532	1456	1445	71	159	2453	2271	3446	3564	231	430	2633	1953	173	2179	2373	2023	2341	1700	155
NCU07455	CM002236.1	568088	569942	+	1855	140	177	164	151	176	149	122	95	14	72	81	8	4	48	75	165	179	14	36	140	146	23	194	206	139	82	72	3
NCU07454	CM002236.1;CM002236.1;CM002236.1	570732;571641;572868	571565;572791;573135	-;-;-	2253	1549	2001	2325	1906	1975	1825	2141	1324	312	768	789	34	39	423	593	3136	3845	198	667	2977	2057	370	4080	4240	4202	1076	1093	58
NCU07453	CM002236.1;CM002236.1;CM002236.1	574311;574801;576267	574716;575996;576289	+;+;+	1625	4388	4385	4185	3935	4242	4245	5744	3561	829	1714	1910	110	188	2716	2577	5228	6978	346	1216	5922	4319	575	5526	5646	5082	2684	2402	183
NCU07452	CM002236.1	576062	577864	-	1803	638	500	515	434	494	439	454	413	70	260	235	23	33	532	358	320	293	18	52	359	239	10	232	277	206	221	290	11
NCU07451	CM002236.1;CM002236.1;CM002236.1;CM002236.1	578783;580025;580294;581204	579960;580226;580987;581444	-;-;-;-	2315	7827	10783	7790	6580	6544	7607	8083	6092	1317	8791	8376	450	249	3552	4164	4253	4234	245	880	4029	3832	440	4260	4400	4348	5883	4075	148
NCU07450	CM002236.1;CM002236.1	582488;582578	582513;583595	+;+	1044	17	21	40	17	12	29	22	27	4	8	6	2	0	8	21	64	47	0	2	16	1	4	35	46	43	13	12	2
NCU07449	CM002236.1;CM002236.1;CM002236.1	584437;584895;585193	584611;585057;585580	+;+;+	726	37	38	55	72	57	35	45	33	7	21	12	0	2	23	44	1268	960	99	112	779	625	2	42	35	37	458	330	3
NCU07448	CM002236.1;CM002236.1	587090;588511	588366;588592	+;+	1359	0	2	3	4	4	0	8	0	2	0	0	0	0	0	0	19	33	6	0	2	4	2	6	0	2	8	2	4
NCU07447	CM002236.1;CM002236.1	593883;596107	596037;596976	-;-	3025	1201	1365	1240	1052	1006	1119	1299	877	163	1098	1065	46	37	591	476	844	915	51	252	1135	831	100	1290	1295	1403	542	428	32
NCU07446	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	597623;597822;598264;598264;598860	598183;598183;598772;599464;600826	+;+;+;+;+	3124	7890	8538	8544	8591	9362	8779	11371	8049	1831	5671	6155	296	259	3928	3862	7875	8818	482	1874	8823	6452	956	9678	10013	9725	3795	3626	218
NCU07445	CM002236.1;CM002236.1	599620;602009	601956;602122	-;-	2451	322	353	295	298	280	270	517	421	75	201	243	17	12	61	63	282	251	19	62	205	247	19	329	332	268	61	77	2
NCU07443	CM002236.1;CM002236.1;CM002236.1	608824;610182;613417	610016;613357;615081	+;+;+	6034	2807	2865	2729	2921	3069	2693	2975	2260	424	3455	2955	134	84	1174	1169	2850	3161	197	672	3027	2338	340	3227	3213	3449	1466	1138	99
NCU07442	CM002236.1;CM002236.1;CM002236.1	615714;616029;616846	615945;616777;618210	+;+;+	2346	3212	5840	3403	3463	3663	3982	5735	3875	843	7277	7438	353	106	2038	1554	2675	2979	114	809	3647	2887	377	3681	3490	3853	1401	1568	69
NCU07441	CM002236.1;CM002236.1	620563;621028	620918;621595	+;+	924	221	305	239	425	468	578	565	339	100	339	506	24	8	60	103	278	460	22	140	624	354	31	364	335	297	235	186	10
NCU07440	CM002236.1;CM002236.1	621601;624762	624688;624990	-;-	3317	996	1135	984	1035	1184	1188	1685	1152	265	767	703	35	33	299	281	1013	1098	71	224	904	847	104	1160	1156	1040	408	286	14
NCU07439	CM002236.1;CM002236.1	625039;625526	625443;625986	+;+	866	8722	10399	8649	9973	11208	10868	27551	17733	4068	6908	8116	433	346	4861	4998	8726	9738	592	2492	11213	8514	1030	10639	11017	10417	4902	4926	394
NCU07438	CM002236.1;CM002236.1;CM002236.1;CM002236.1	626352;626753;627419;629165	626573;627362;629087;629587	+;+;+;+	2924	1663	1774	1739	1725	1733	1535	2046	1495	366	1228	1145	61	47	672	592	1563	1803	110	254	1319	1135	217	2086	2308	2145	925	696	35
NCU07437	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	630033;631343;631577;631764;632008	631260;631500;631626;631804;632301	-;-;-;-;-	1771	27775	33333	27982	31297	33400	32853	51311	34747	7664	13254	13359	597	842	12950	14727	26996	29187	1863	5026	23491	18607	2723	27601	27313	26951	10385	10526	519
NCU07436	CM002236.1	632558	634077	+	1520	213	278	279	240	332	260	307	236	56	206	302	6	8	84	154	142	254	14	57	251	149	26	239	232	227	129	137	10
NCU07435	CM002236.1;CM002236.1	634194;634718	634646;636325	+;+	2061	2343	2222	2533	2165	2361	2202	2989	2094	448	1849	1675	73	66	1142	984	2302	2498	143	507	2350	1853	309	3332	3172	3126	939	1047	60
NCU07434	CM002236.1	636650	638312	+	1663	462	424	551	671	644	584	3093	2084	549	42	37	2	19	63	98	604	577	34	96	546	456	60	449	436	461	399	233	12
NCU07433	CM002236.1;CM002236.1	638340;639522	639410;642524	-;-	4074	648	947	269	779	810	789	986	550	134	2	2	0	0	7	4	8	4	0	2	16	6	0	14	2	6	0	2	0
NCU15601	CM002236.1	643277	643375	+	99	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
NCU07432	CM002236.1;CM002236.1;CM002236.1	644063;645084;645388	645023;645316;646234	-;-;-	2041	1915	1771	2165	1503	1679	1433	1294	710	173	1249	1478	45	62	968	972	1097	1164	81	313	1511	1263	160	1625	1668	1657	761	829	43
NCU07430	CM002236.1;CM002236.1;CM002236.1;CM002236.1	652513;653134;653932;654124	652711;653794;654066;655451	+;+;+;+	2323	2193	2376	2189	2190	2131	2027	3028	2076	459	825	827	36	59	1380	1134	1774	2042	91	304	1613	1015	304	2783	2972	2852	1037	1102	95
NCU07429	CM002236.1;CM002236.1;CM002236.1;CM002236.1	658020;658446;658690;658770	658364;658618;658712;658981	-;-;-;-	753	3	4	0	0	10	5	4	2	0	1	2	0	0	1	0	5	1	0	0	10	5	0	0	4	7	0	0	0
NCU07428	CM002236.1;CM002236.1;CM002236.1	661989;662389;662903	662328;662846;663664	-;-;-	1560	3657	4368	4730	3081	3065	2535	7497	4599	1039	669	764	29	160	1242	2052	6655	8159	443	1153	5048	3887	127	1500	1631	1643	2901	2687	105
NCU07427	CM002236.1;CM002236.1	666139;666465	666360;666602	+;+	360	139	107	103	85	109	52	142	91	27	12	18	0	0	16	12	101	133	11	19	82	37	7	26	33	48	32	21	1
NCU10006	CM002236.1;CM002236.1	698409;699010	698940;700075	-;-	1598	74	125	90	109	106	92	63	59	13	106	98	4	2	48	31	40	40	3	4	80	30	5	66	87	57	38	39	4
NCU10007	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	710761;710761;711562;711562;713029;713294	711493;711493;712958;712939;713532;713665	-;-;-;-;-;-	2767	6380	6306	5182	9131	9627	9326	20826	15302	3497	2663	2273	126	111	2209	1532	6271	6739	385	1250	5846	5439	473	4868	4966	4669	3241	2434	193
NCU10008	CM002236.1;CM002236.1;CM002236.1	716981;718399;719146	718324;718799;719354	-;-;-	1954	10479	10049	10845	8649	9934	9394	17183	11628	2552	7044	6399	324	353	6000	5399	11820	12188	682	2660	13116	8269	1259	13045	13094	12245	5181	5760	445
NCU09064	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	720670;720981;721366;723181;723964	720899;721310;723119;723903;724628	-;-;-;-;-	3702	172	146	160	126	134	131	135	71	4	120	137	4	0	28	66	172	234	12	33	124	143	9	132	136	138	50	49	0
NCU09065	CM002236.1;CM002236.1;CM002236.1;CM002236.1;CM002236.1	726288;727978;728924;729050;729850	727917;728868;728996;729785;730970	+;+;+;+;+	4451	1001	1271	1011	1073	1145	1116	1837	1345	284	505	602	23	25	392	408	922	1180	67	326	1565	1220	136	1342	1330	1420	397	348	24
NCU09066	CM002236.1;CM002236.1	739987;740691	740629;740998	-;-	951	103	117	107	101	128	103	88	69	18	80	89	2	9	114	129	69	80	8	13	118	85	9	109	122	120	54	58	12
